subject	article	doi	in_article
Biochemistry	PLoS_One_2010_Mar_26_5(3)_e9910	10.1371/journal.pone.0009910	4	
Biochemistry	PLoS_ONE_2009_Apr_9_4(4)_e5126	10.1371/journal.pone.0005126	1	
Biochemistry	PLoS_One_2011_Jan_31_6(1)_e16197	10.1371/journal.pone.0016197	6	
Biochemistry	PLoS_One_2010_Mar_29_5(3)_e9911	10.1371/journal.pone.0009911	1	
Biochemistry	PLoS_One-5-12-3001487	10.1371/journal.pone.0015655	5	
Biochemistry	PLoS_ONE_2006_Dec_20_1(1)_e66	17183697	9	
Biochemistry	PLoS_One_2011_Aug_19_6(8)_e23109	10.1371/journal.pone.0023109	4	
Biochemistry	PLoS_One_2010_Jan_22_5(1)_e8844	10.1371/journal.pone.0008844	4	
Biochemistry	PLoS_One_2011_Jun_29_6(6)_e20486	10.1371/journal.pone.0020486	3	
Biochemistry	PLoS_One_2011_Aug_8_6(8)_e23140	10.1371/journal.pone.0023140	8	
Biochemistry	PLoS_One_2010_Apr_2_5(4)_e10015	10.1371/journal.pone.0010015	2	
Biochemistry	PLoS_One_2011_Jan_31_6(1)_e16469	10.1371/journal.pone.0016469	5	
Biochemistry	PLoS_ONE-4-1-2615213	10.1371/journal.pone.0004181	5	
Biochemistry	PLoS_One-5-8-2924881	10.1371/journal.pone.0012206	5	
Biochemistry	PLoS_ONE_2009_Jun_24_4(6)_e6036	10.1371/journal.pone.0006036	2	
Biochemistry	PLoS_One_2011_Jul_5_6(7)_e21929	10.1371/journal.pone.0021929	1	
Biochemistry	PLoS_One_2011_Jul_8_6(7)_e21921	10.1371/journal.pone.0021921	6	
Biochemistry	PLoS_One-5-3-2836373	10.1371/journal.pone.0009603	4	
Biochemistry	PLoS_One_2011_Apr_1_6(4)_e17931	10.1371/journal.pone.0017931	7	
Biochemistry	PLoS_One-4-8-2721677	10.1371/journal.pone.0006586	7	
Biochemistry	PLoS_One_2011_Apr_29_6(4)_e19445	10.1371/journal.pone.0019445	3	
Biochemistry	PLoS_One_2011_May_9_6(5)_e19388	10.1371/journal.pone.0019388	3	
Biochemistry	PLoS_ONE_2008_Jul_30_3(7)_e2842	10.1371/journal.pone.0002842	6	
Biochemistry	PLoS_One-5-3-2830475	10.1371/journal.pone.0009455	4	
Biochemistry	PLoS_One_2011_May_20_6(5)_e20186	10.1371/journal.pone.0020186	5	
Biochemistry	PLoS_One_2011_Jan_10_6(1)_e15248	10.1371/journal.pone.0015248	3	
Biochemistry	PLoS_One_2010_May_7_5(5)_e10524	10.1371/journal.pone.0010524	4	
Biochemistry	PLoS_ONE_2008_Jun_4_3(6)_e2328	10.1371/journal.pone.0002328	9	
Biochemistry	PLoS_One_2011_Apr_19_6(4)_e18850	10.1371/journal.pone.0018850	6	
Biochemistry	PLoS_One_2011_Feb_23_6(2)_e16884	10.1371/journal.pone.0016884	5	
Biochemistry	PLoS_One-4-12-2795802	10.1371/journal.pone.0008295	6	
Biochemistry	PLoS_One_2011_Aug_4_6(8)_e22456	10.1371/journal.pone.0022456	2	
Biochemistry	PLoS_One-5-7-2908618	10.1371/journal.pone.0011716	6	
Biochemistry	PLoS_One_2010_Apr_1_5(4)_e9944	10.1371/journal.pone.0009944	4	
Biochemistry	PLoS_One_2011_Aug_17_6(8)_e23295	10.1371/journal.pone.0023295	4	
Biochemistry	PLoS_ONE_2007_Oct_17_2(10)_e1053	17940616	3	
Biochemistry	PLoS_One_2011_Feb_24_6(2)_e17247	10.1371/journal.pone.0017247	3	
Biochemistry	PLoS_One_2011_Apr_29_6(4)_e19343	10.1371/journal.pone.0019343	5	
Biochemistry	PLoS_One_2011_Jun_2_6(6)_e20556	10.1371/journal.pone.0020556	1	
Biochemistry	PLoS_ONE-3-6-2413427	10.1371/journal.pone.0002462	4	
Biochemistry	PLoS_ONE_2007_Nov_7_2(11)_e1144	10.1371/journal.pone.0001144	6	
Biochemistry	PLoS_One_2011_May_31_6(5)_e20634	10.1371/journal.pone.0020634	5	
Biochemistry	PLoS_One_2010_Jan_21_5(1)_e8826	10.1371/journal.pone.0008826	5	
Biochemistry	PLoS_ONE_2008_Feb_20_3(2)_e1647	10.1371/journal.pone.0001647	3	
Biochemistry	PLoS_ONE-3-7-2447178	10.1371/journal.pone.0002748	4	
Biochemistry	PLoS_ONE-4-1-2617779	10.1371/journal.pone.0004248	6	
Biochemistry	PLoS_One_2010_Jan_13_5(1)_e8670	10.1371/journal.pone.0008670	4	
Biochemistry	PLoS_One-5-9-2939078	10.1371/journal.pone.0012741	7	
Biochemistry	PLoS_One_2010_Apr_9_5(4)_e10093	10.1371/journal.pone.0010093	3	
Biochemistry	PLoS_One_2010_Dec_29_5(12)_e15803	10.1371/journal.pone.0015803	2	
Biochemistry	PLoS_One-4-11-2766642	10.1371/journal.pone.0007685	12	
Biochemistry	PLoS_One_2010_Jul_26_5(7)_e11792	10.1371/journal.pone.0011792	3	
Biochemistry	PLoS_One_2010_Oct_28_5(10)_e13725	10.1371/journal.pone.0013725	4	
Biochemistry	PLoS_One_2011_Jan_31_6(1)_e16352	10.1371/journal.pone.0016352	6	
Biochemistry	PLoS_One_2011_Jul_7_6(7)_e21901	10.1371/journal.pone.0021901	2	
Biochemistry	PLoS_ONE-3-10-2570492	10.1371/journal.pone.0003570	6	
Biochemistry	PLoS_One-5-2-2828483	10.1371/journal.pone.0009435	10	
Biochemistry	PLoS_One-6-1-3017564	10.1371/journal.pone.0016089	1	
Biochemistry	PLoS_One-4-10-2762604	10.1371/journal.pone.0007627	5	
Biochemistry	PLoS_One-5-4-2854693	10.1371/journal.pone.0010177	5	
Biochemistry	PLoS_One_2011_Feb_2_6(2)_e16603	10.1371/journal.pone.0016603	10	
Biochemistry	PLoS_One-5-9-2935356	10.1371/journal.pone.0012483	8	
Biochemistry	PLoS_One_2010_Dec_10_5(12)_e14300	10.1371/journal.pone.0014300	4	
Biochemistry	PLoS_One_2011_Apr_12_6(4)_e18589	10.1371/journal.pone.0018589	7	
Biochemistry	PLoS_One_2011_Jan_31_6(1)_e16373	10.1371/journal.pone.0016373	3	
Biochemistry	PLoS_One_2011_May_13_6(5)_e19677	10.1371/journal.pone.0019677	4	
Biochemistry	PLoS_One_2011_Jul_7_6(7)_e21867	10.1371/journal.pone.0021867	3	
Biochemistry	PLoS_One_2011_Jul_18_6(7)_e21924	10.1371/journal.pone.0021924	7	
Biochemistry	PLoS_One_2010_Nov_29_5(11)_e15025	10.1371/journal.pone.0015025	3	
Biochemistry	PLoS_One_2011_May_12_6(5)_e19820	10.1371/journal.pone.0019820	8	
Biochemistry	PLoS_One_2011_Feb_25_6(2)_e17318	10.1371/journal.pone.0017318	9	
Biochemistry	PLoS_One-4-8-2721982	10.1371/journal.pone.0006665	5	
Biochemistry	PLoS_One_2011_Aug_19_6(8)_e23800	10.1371/journal.pone.0023800	7	
Biochemistry	PLoS_One-5-11-2975634	10.1371/journal.pone.0013880	9	
Biochemistry	PLoS_ONE_2009_Apr_17_4(4)_e5285	10.1371/journal.pone.0005285	7	
Biochemistry	PLoS_ONE_2007_Sep_26_2(9)_e963	10.1371/journal.pone.0000963	6	
Biochemistry	PLoS_ONE_2009_May_18_4(5)_e5585	10.1371/journal.pone.0005585	9	
Biochemistry	PLoS_One_2011_Apr_11_6(4)_e18417	10.1371/journal.pone.0018417	6	
Biochemistry	PLoS_One_2009_Jul_22_4(7)_e6325	10.1371/journal.pone.0006325	4	
Biochemistry	PLoS_One_2011_Apr_1_6(4)_e18332	10.1371/journal.pone.0018332	5	
Biochemistry	PLoS_One-5-6-2887356	10.1371/journal.pone.0011163	9	
Biochemistry	PLoS_One_2010_Apr_14_5(4)_e10169	10.1371/journal.pone.0010169	5	
Biochemistry	PLoS_One_2011_Jun_17_6(6)_e20592	10.1371/journal.pone.0020592	2	
Biochemistry	PLoS_ONE-2-10-2034529	10.1371/journal.pone.0001087	8	
Biochemistry	PLoS_One-6-1-3018413	10.1371/journal.pone.0015759	2	
Biochemistry	PLoS_One_2010_Feb_22_5(2)_e9354	10.1371/journal.pone.0009354	6	
Biochemistry	PLoS_One_2010_Sep_7_5(9)_e12597	10.1371/journal.pone.0012597	2	
Biochemistry	PLoS_One_2011_Feb_16_6(2)_e17087	10.1371/journal.pone.0017087	6	
Biochemistry	PLoS_One_2011_Apr_7_6(4)_e18542	10.1371/journal.pone.0018542	5	
Biochemistry	PLoS_One_2010_Oct_27_5(10)_e15401	10.1371/journal.pone.0015401	5	
Biochemistry	PLoS_ONE-3-4-2291192	10.1371/journal.pone.0002022	3	
Biochemistry	PLoS_One-5-12-3008675	10.1371/journal.pone.0015325	5	
Biochemistry	PLoS_ONE_2009_May_15_4(5)_e5569	10.1371/journal.pone.0005569	8	
Biochemistry	PLoS_One_2011_Apr_29_6(4)_e19207	10.1371/journal.pone.0019207	6	
Biochemistry	PLoS_One-5-2-2817745	10.1371/journal.pone.0009121	3	
Biochemistry	PLoS_One_2010_Mar_23_5(3)_e9830	10.1371/journal.pone.0009830	4	
Biochemistry	PLoS_One_2011_May_19_6(5)_e19125	10.1371/journal.pone.0019125	6	
Biochemistry	PLoS_ONE-2-7-1906860	10.1371/journal.pone.0000612	5	
Biochemistry	PLoS_One_2009_Dec_24_4(12)_e8470	10.1371/journal.pone.0008470	3	
Biochemistry	PLoS_One_2011_May_23_6(5)_e19625	10.1371/journal.pone.0019625	2	
Biochemistry	PLoS_One_2010_Jan_21_5(1)_e8811	10.1371/journal.pone.0008811	5	
Biochemistry	PLoS_One_2011_Apr_29_6(4)_e19362	10.1371/journal.pone.0019362	3	
Biochemistry	PLoS_ONE_2008_Aug_22_3(8)_e3041	10.1371/journal.pone.0003041	5	
Biochemistry	PLoS_ONE_2008_Mar_26_3(3)_e1873	10.1371/journal.pone.0001873	2	
Biochemistry	PLoS_ONE_2009_Apr_8_4(4)_e5108	10.1371/journal.pone.0005108	8	
Biochemistry	PLoS_One_2011_Aug_8_6(8)_e22841	10.1371/journal.pone.0022841	5	
Biochemistry	PLoS_One_2009_Sep_30_4(9)_e7235	10.1371/journal.pone.0007235	6	
Biochemistry	PLoS_One_2011_Feb_22_6(2)_e17141	10.1371/journal.pone.0017141	2	
Biochemistry	PLoS_One_2010_Jun_30_5(6)_e11380	10.1371/journal.pone.0011380	5	
Biochemistry	PLoS_ONE_2007_May_30_2(5)_e479	10.1371/journal.pone.0000479	2	
Biochemistry	PLoS_One-5-5-2878333	10.1371/journal.pone.0010883	6	
Biochemistry	PLoS_One_2011_Jul_8_6(7)_e21947	10.1371/journal.pone.0021947	3	
Biochemistry	PLoS_One-4-7-2703785	10.1371/journal.pone.0006180	3	
Biochemistry	PLoS_One_2011_Feb_28_6(2)_e16774	10.1371/journal.pone.0016774	3	
Biochemistry	PLoS_One_2011_Jan_31_6(1)_e16666	10.1371/journal.pone.0016666	8	
Biochemistry	PLoS_One_2011_Jun_3_6(6)_e20115	10.1371/journal.pone.0020115	6	
Biochemistry	PLoS_One-5-10-2950133	10.1371/journal.pone.0013141	7	
Biochemistry	PLoS_One_2011_Mar_23_6(3)_e17815	10.1371/journal.pone.0017815	6	
Biochemistry	PLoS_One_2011_Apr_13_6(4)_e18789	10.1371/journal.pone.0018789	4	
Biochemistry	PLoS_One_2009_Oct_22_4(10)_e7541	10.1371/journal.pone.0007541	5	
Biochemistry	PLoS_One_2011_Jan_31_6(1)_e16438	10.1371/journal.pone.0016438	6	
Biochemistry	PLoS_One_2010_Feb_9_5(2)_e9091	10.1371/journal.pone.0009091	6	
Biochemistry	PLoS_ONE_2009_May_1_4(5)_e5384	10.1371/journal.pone.0005384	7	
Biochemistry	PLoS_One_2011_Feb_22_6(2)_e16641	10.1371/journal.pone.0016641	4	
Biochemistry	PLoS_One_2010_Mar_16_5(3)_e9716	10.1371/journal.pone.0009716	7	
Biochemistry	PLoS_One_2011_May_20_6(5)_e20072	10.1371/journal.pone.0020072	3	
Biochemistry	PLoS_One_2010_Aug_17_5(8)_e12241	10.1371/journal.pone.0012241	3	
Biochemistry	PLoS_One_2011_Jul_25_6(7)_e21039	10.1371/journal.pone.0021039	6	
Biochemistry	PLoS_ONE-2-7-1895888	10.1371/journal.pone.0000581	2	
Biochemistry	PLoS_One-4-11-2778954	10.1371/journal.pone.0008078	2	
Biochemistry	PLoS_One_2011_Feb_25_6(2)_e17472	10.1371/journal.pone.0017472	4	
Biochemistry	PLoS_One_2010_Sep_22_5(9)_e12811	10.1371/journal.pone.0012811	3	
Biochemistry	PLoS_One-5-12-3008725	10.1371/journal.pone.0015618	4	
Biochemistry	PLoS_One_2011_Aug_1_6(8)_e21702	10.1371/journal.pone.0021702	4	
Biochemistry	PLoS_One_2011_Jul_28_6(7)_e22767	10.1371/journal.pone.0022767	5	
Biochemistry	PLoS_One_2011_May_26_6(5)_e20399	10.1371/journal.pone.0020399	4	
Biochemistry	PLoS_ONE-4-6-2686167	10.1371/journal.pone.0005766	5	
Biochemistry	PLoS_One_2010_Aug_25_5(8)_e12419	10.1371/journal.pone.0012419	1	
Biochemistry	PLoS_ONE-3-9-2528939	10.1371/journal.pone.0003235	7	
Biochemistry	PLoS_One_2010_Sep_23_5(9)_e12892	10.1371/journal.pone.0012892	6	
Biochemistry	PLoS_One-5-7-2909182	10.1371/journal.pone.0011734	7	
Biochemistry	PLoS_ONE_2008_Dec_8_3(12)_e3872	10.1371/journal.pone.0003872	7	
Biochemistry	PLoS_One_2011_Jun_9_6(6)_e21002	10.1371/journal.pone.0021002	4	
Biochemistry	PLoS_One_2011_Jan_31_6(1)_e16536	10.1371/journal.pone.0016536	4	
Biochemistry	PLoS_One_2009_Sep_29_4(9)_e7253	10.1371/journal.pone.0007253	4	
Biochemistry	PLoS_One-4-8-2715861	10.1371/journal.pone.0006500	9	
Biochemistry	PLoS_One_2011_Feb_28_6(2)_e16975	10.1371/journal.pone.0016975	2	
Biochemistry	PLoS_One-5-5-2868043	10.1371/journal.pone.0010593	6	
Biochemistry	PLoS_One_2011_Feb_22_6(2)_e17194	10.1371/journal.pone.0017194	7	
Biochemistry	PLoS_One_2011_Jun_23_6(6)_e21267	10.1371/journal.pone.0021267	4	
Biochemistry	PLoS_One_2010_Dec_13_5(12)_e14310	10.1371/journal.pone.0014310	5	
Biochemistry	PLoS_ONE-4-4-2663051	10.1371/journal.pone.0005144	3	
Biochemistry	PLoS_One_2011_Aug_10_6(8)_e23325	10.1371/journal.pone.0023325	4	
Biochemistry	PLoS_One-6-1-3017076	10.1371/journal.pone.0015163	2	
Biochemistry	PLoS_One_2011_Jun_30_6(6)_e21759	10.1371/journal.pone.0021759	3	
Biochemistry	PLoS_One_2011_Jun_21_6(6)_e21234	10.1371/journal.pone.0021234	3	
Biochemistry	PLoS_One_2009_Sep_14_4(9)_e6980	10.1371/journal.pone.0006980	4	
Biochemistry	PLoS_ONE-4-2-2645672	10.1371/journal.pone.0004627	7	
Biochemistry	PLoS_ONE-3-11-2583947	10.1371/journal.pone.0003764	5	
Biochemistry	PLoS_One_2011_Feb_10_6(2)_e16784	10.1371/journal.pone.0016784	10	
Biochemistry	PLoS_ONE-3-6-2405935	10.1371/journal.pone.0002246	7	
Biochemistry	PLoS_One-5-10-2951911	10.1371/journal.pone.0013291	3	
Biochemistry	PLoS_ONE-3-7-2481302	10.1371/journal.pone.0002657	7	
Biochemistry	PLoS_One_2010_Nov_23_5(11)_e15436	10.1371/journal.pone.0015436	5	
Biochemistry	PLoS_One_2011_Jul_28_6(7)_e22810	10.1371/journal.pone.0022810	6	
Biochemistry	PLoS_One_2010_Sep_20_5(9)_e12803	10.1371/journal.pone.0012803	4	
Biochemistry	PLoS_One_2011_Aug_3_6(8)_e22577	10.1371/journal.pone.0022577	10	
Biochemistry	PLoS_One_2011_Jun_27_6(6)_e20707	10.1371/journal.pone.0020707	8	
Biochemistry	PLoS_One_2011_Aug_22_6(8)_e21914	10.1371/journal.pone.0021914	7	
Biochemistry	PLoS_One_2011_Aug_17_6(8)_e23315	10.1371/journal.pone.0023315	5	
Biochemistry	PLoS_ONE_2008_Apr_23_3(4)_e1981	10.1371/journal.pone.0001981	8	
Biochemistry	PLoS_One_2011_Mar_23_6(3)_e17177	10.1371/journal.pone.0017177	5	
Biochemistry	PLoS_One_2011_Jun_3_6(6)_e19522	10.1371/journal.pone.0019522	3	
Biochemistry	PLoS_One_2009_Aug_19_4(8)_e6690	10.1371/journal.pone.0006690	4	
Biochemistry	PLoS_One_2011_Aug_15_6(8)_e23255	10.1371/journal.pone.0023255	6	
Biochemistry	PLoS_One_2010_Sep_17_5(9)_e12826	10.1371/journal.pone.0012826	6	
Biochemistry	PLoS_ONE_2009_Mar_25_4(3)_e4896	10.1371/journal.pone.0004896	5	
Biochemistry	PLoS_ONE_2009_Feb_26_4(2)_e4612	10.1371/journal.pone.0004612	8	
Biochemistry	PLoS_One_2011_May_31_6(5)_e20638	10.1371/journal.pone.0020638	2	
Biochemistry	PLoS_One_2009_Jun_29_4(6)_e6071	10.1371/journal.pone.0006071	8	
Biochemistry	PLoS_One_2011_Apr_18_6(4)_e18522	10.1371/journal.pone.0018522	6	
Biochemistry	PLoS_One_2010_Aug_24_5(8)_e12388	10.1371/journal.pone.0012388	5	
Biochemistry	PLoS_ONE_2007_Jul_25_2(7)_e679	10.1371/journal.pone.0000679	5	
Biochemistry	PLoS_One-4-11-2779450	10.1371/journal.pone.0008044	5	
Biochemistry	PLoS_ONE-3-7-2481399	10.1371/journal.pone.0002844	3	
Biochemistry	PLoS_One_2010_Mar_4_5(3)_e9457	10.1371/journal.pone.0009457	9	
Biochemistry	PLoS_One-5-6-2886074	10.1371/journal.pone.0011112	4	
Biochemistry	PLoS_ONE_2007_Dec_26_2(12)_e1348	10.1371/journal.pone.0001348	3	
Biochemistry	PLoS_One_2009_Dec_3_4(12)_e8150	10.1371/journal.pone.0008150	7	
Biochemistry	PLoS_One_2010_Dec_15_5(12)_e15345	10.1371/journal.pone.0015345	4	
Biochemistry	PLoS_One-5-12-2997078	10.1371/journal.pone.0015193	4	
Biochemistry	PLoS_One_2010_Dec_23_5(12)_e15782	10.1371/journal.pone.0015782	5	
Biochemistry	PLoS_One-5-11-2982817	10.1371/journal.pone.0015014	3	
Biochemistry	PLoS_One_2011_Jun_23_6(6)_e21527	10.1371/journal.pone.0021527	2	
Biochemistry	PLoS_ONE-3-10-2575378	10.1371/journal.pone.0003597	8	
Biochemistry	PLoS_One_2011_Feb_2_6(2)_e16691	10.1371/journal.pone.0016691	4	
Biochemistry	PLoS_One_2011_May_23_6(5)_e19847	10.1371/journal.pone.0019847	5	
Biochemistry	PLoS_One_2011_Aug_9_6(8)_e23032	10.1371/journal.pone.0023032	7	
Biochemistry	PLoS_One-5-4-2856662	10.1371/journal.pone.0010050	6	
Biochemistry	PLoS_One-4-6-2698211	10.1371/journal.pone.0006025	4	
Biochemistry	PLoS_ONE-4-6-2685977	10.1371/journal.pone.0005773	6	
Biochemistry	PLoS_One-5-10-2951349	10.1371/journal.pone.0013273	2	
Biochemistry	PLoS_One_2010_Nov_15_5(11)_e15494	10.1371/journal.pone.0015494	2	
Biochemistry	PLoS_ONE-4-2-2642629	10.1371/journal.pone.0004586	6	
Biochemistry	PLoS_One_2010_Jun_21_5(6)_e11215	10.1371/journal.pone.0011215	3	
Biochemistry	PLoS_One-4-10-2752808	10.1371/journal.pone.0007344	5	
Biochemistry	PLoS_One_2011_Apr_27_6(4)_e19433	10.1371/journal.pone.0019433	3	
Biochemistry	PLoS_ONE-3-9-2532748	10.1371/journal.pone.0003255	6	
Biochemistry	PLoS_ONE_2006_Dec_20_1(1)_e51	17183681	5	
Biochemistry	PLoS_One_2011_May_16_6(5)_e18609	10.1371/journal.pone.0018609	6	
Biochemistry	PLoS_One_2011_Apr_14_6(4)_e18830	10.1371/journal.pone.0018830	7	
Biochemistry	PLoS_One_2011_May_3_6(5)_e19035	10.1371/journal.pone.0019035	3	
Biochemistry	PLoS_ONE_2009_Apr_17_4(4)_e5211	10.1371/journal.pone.0005211	10	
Biochemistry	PLoS_One_2011_May_27_6(5)_e20489	10.1371/journal.pone.0020489	4	
Biochemistry	PLoS_One_2011_May_23_6(5)_e19975	10.1371/journal.pone.0019975	2	
Biochemistry	PLoS_ONE-4-4-2659772	10.1371/journal.pone.0005038	3	
Biochemistry	PLoS_ONE_2007_Jun_6_2(6)_e498	10.1371/journal.pone.0000498	5	
Biochemistry	PLoS_One_2011_Mar_8_6(3)_e17330	10.1371/journal.pone.0017330	4	
Biochemistry	PLoS_ONE-4-5-2683572	10.1371/journal.pone.0005634	4	
Biochemistry	PLoS_ONE_2008_Nov_13_3(11)_e3722	10.1371/journal.pone.0003722	7	
Biochemistry	PLoS_One_2011_May_4_6(5)_e19731	10.1371/journal.pone.0019731	5	
Biochemistry	PLoS_One_2010_Jul_12_5(7)_e11519	10.1371/journal.pone.0011519	4	
Biochemistry	PLoS_One-5-7-2904705	10.1371/journal.pone.0011607	4	
Biochemistry	PLoS_One_2011_Apr_13_6(4)_e18807	10.1371/journal.pone.0018807	3	
Biochemistry	PLoS_One-5-11-2982818	10.1371/journal.pone.0014010	5	
Biochemistry	PLoS_One-5-11-2982840	10.1371/journal.pone.0014018	4	
Biochemistry	PLoS_One_2011_Jan_31_6(1)_e16646	10.1371/journal.pone.0016646	8	
Biochemistry	PLoS_ONE_2008_Mar_19_3(3)_e1834	10.1371/journal.pone.0001834	7	
Biochemistry	PLoS_ONE-3-6-2408972	10.1371/journal.pone.0002403	3	
Biochemistry	PLoS_One_2010_Feb_11_5(2)_e9170	10.1371/journal.pone.0009170	3	
Biochemistry	PLoS_ONE-4-4-2660413	10.1371/journal.pone.0005025	4	
Biochemistry	PLoS_One_2011_Aug_25_6(8)_e23998	10.1371/journal.pone.0023998	8	
Biochemistry	PLoS_One_2010_Aug_10_5(8)_e12075	10.1371/journal.pone.0012075	5	
Biochemistry	PLoS_One_2011_Jul_27_6(7)_e22581	10.1371/journal.pone.0022581	5	
Biochemistry	PLoS_One_2010_Sep_7_5(9)_e12590	10.1371/journal.pone.0012590	5	
Biochemistry	PLoS_ONE_2009_Mar_2_4(3)_e4658	10.1371/journal.pone.0004658	4	
Biochemistry	PLoS_One_2011_Feb_11_6(2)_e16742	10.1371/journal.pone.0016742	3	
Biochemistry	PLoS_One_2011_Mar_10_6(3)_e17797	10.1371/journal.pone.0017797	3	
Biochemistry	PLoS_One_2011_Jul_27_6(7)_e22739	10.1371/journal.pone.0022739	6	
Biochemistry	PLoS_One_2011_Jun_15_6(6)_e21196	10.1371/journal.pone.0021196	6	
Biochemistry	PLoS_One_2011_Jun_30_6(6)_e21685	10.1371/journal.pone.0021685	5	
Biochemistry	PLoS_One_2011_Jul_27_6(7)_e21554	10.1371/journal.pone.0021554	7	
Biochemistry	PLoS_One_2011_Jul_27_6(7)_e21812	10.1371/journal.pone.0021812	9	
Biochemistry	PLoS_One_2010_Oct_19_5(10)_e13470	10.1371/journal.pone.0013470	5	
Biochemistry	PLoS_ONE_2008_May_14_3(5)_e2161	10.1371/journal.pone.0002161	2	
Biochemistry	PLoS_One_2011_Apr_14_6(4)_e18477	10.1371/journal.pone.0018477	0	
Biochemistry	PLoS_One-4-8-2715859	10.1371/journal.pone.0006497	5	
Biochemistry	PLoS_One_2010_Mar_10_5(3)_e9625	10.1371/journal.pone.0009625	8	
Biochemistry	PLoS_ONE_2009_Jun_16_4(6)_e5907	10.1371/journal.pone.0005907	5	
Biochemistry	PLoS_One_2011_Jan_25_6(1)_e16424	10.1371/journal.pone.0016424	4	
Biochemistry	PLoS_ONE-4-4-2662821	10.1371/journal.pone.0005188	4	
Biochemistry	PLoS_One_2011_Jul_21_6(7)_e22567	10.1371/journal.pone.0022567	6	
Biochemistry	PLoS_One_2011_Jan_21_6(1)_e16106	10.1371/journal.pone.0016106	3	
Biochemistry	PLoS_One-4-7-2700256	10.1371/journal.pone.0006101	2	
Biochemistry	PLoS_ONE_2009_May_19_4(5)_e5618	10.1371/journal.pone.0005618	5	
Biochemistry	PLoS_One_2010_Mar_22_5(3)_e9803	10.1371/journal.pone.0009803	6	
Biochemistry	PLoS_One-4-7-2704866	10.1371/journal.pone.0006221	5	
Biochemistry	PLoS_One_2011_Jul_11_6(7)_e21888	10.1371/journal.pone.0021888	10	
Biochemistry	PLoS_One-5-5-2877719	10.1371/journal.pone.0010873	4	
Biochemistry	PLoS_One_2010_Dec_8_5(12)_e15227	10.1371/journal.pone.0015227	5	
Biochemistry	PLoS_One_2011_Jun_3_6(6)_e20738	10.1371/journal.pone.0020738	4	
Biochemistry	PLoS_One-5-4-2850368	10.1371/journal.pone.0010048	2	
Biochemistry	PLoS_One_2011_Apr_13_6(4)_e18476	10.1371/journal.pone.0018476	4	
Biochemistry	PLoS_ONE_2007_Oct_31_2(10)_e1110	17971873	6	
Biochemistry	PLoS_One-5-3-2831068	10.1371/journal.pone.0009508	8	
Biochemistry	PLoS_One_2011_Mar_18_6(3)_e17826	10.1371/journal.pone.0017826	3	
Biochemistry	PLoS_One_2010_Apr_26_5(4)_e10317	10.1371/journal.pone.0010317	7	
Biochemistry	PLoS_One_2011_Jun_29_6(6)_e21193	10.1371/journal.pone.0021193	6	
Biochemistry	PLoS_One_2011_Mar_21_6(3)_e18070	10.1371/journal.pone.0018070	4	
Biochemistry	PLoS_One_2010_Apr_21_5(4)_e10233	10.1371/journal.pone.0010233	3	
Biochemistry	PLoS_ONE-3-6-2423469	10.1371/journal.pone.0002458	6	
Biochemistry	PLoS_One_2010_Nov_29_5(11)_e15043	10.1371/journal.pone.0015043	4	
Biochemistry	PLoS_One-5-4-2858646	10.1371/journal.pone.0010239	9	
Biochemistry	PLoS_One_2011_Apr_26_6(4)_e18767	10.1371/journal.pone.0018767	3	
Biochemistry	PLoS_One_2010_Jan_5_5(1)_e8585	10.1371/journal.pone.0008585	6	
Biochemistry	PLoS_ONE-4-4-2667669	10.1371/journal.pone.0005233	9	
Biochemistry	PLoS_One-4-9-2747017	10.1371/journal.pone.0007179	4	
Biochemistry	PLoS_One_2010_Sep_23_5(9)_e12929	10.1371/journal.pone.0012929	4	
Biochemistry	PLoS_ONE_2009_May_29_4(5)_e5736	10.1371/journal.pone.0005736	2	
Biochemistry	PLoS_One_2011_Jan_19_6(1)_e16160	10.1371/journal.pone.0016160	5	
Biochemistry	PLoS_One_2011_Aug_16_6(8)_e23684	10.1371/journal.pone.0023684	2	
Biochemistry	PLoS_One_2010_Feb_4_5(2)_e9046	10.1371/journal.pone.0009046	6	
Biochemistry	PLoS_One_2011_May_24_6(5)_e20420	10.1371/journal.pone.0020420	7	
Biochemistry	PLoS_One-5-12-3001473	10.1371/journal.pone.0015242	8	
Biochemistry	PLoS_One_2011_Jan_11_6(1)_e16088	10.1371/journal.pone.0016088	7	
Biochemistry	PLoS_One_2010_Aug_3_5(8)_e11929	10.1371/journal.pone.0011929	3	
Biochemistry	PLoS_One_2011_Jan_28_6(1)_e16619	10.1371/journal.pone.0016619	4	
Biochemistry	PLoS_One_2011_Jun_14_6(6)_e21168	10.1371/journal.pone.0021168	5	
Biochemistry	PLoS_One_2011_Jun_17_6(6)_e20789	10.1371/journal.pone.0020789	6	
Biochemistry	PLoS_One-5-1-2812491	10.1371/journal.pone.0008864	4	
Biochemistry	PLoS_One_2009_Nov_30_4(11)_e8061	10.1371/journal.pone.0008061	2	
Biochemistry	PLoS_One-5-8-2916839	10.1371/journal.pone.0011973	4	
Biochemistry	PLoS_One_2011_May_27_6(5)_e20452	10.1371/journal.pone.0020452	3	
Biochemistry	PLoS_One_2011_Jul_14_6(7)_e21926	10.1371/journal.pone.0021926	5	
Biochemistry	PLoS_One_2011_Feb_9_6(2)_e16892	10.1371/journal.pone.0016892	3	
