subject	article	doi	in_article
Ecology	PLoS_One_2010_Mar_4_5(3)_e9542	10.1371/journal.pone.0009542	12	
Ecology	PLoS_One_2009_Oct_14_4(10)_e7400	10.1371/journal.pone.0007400	11	
Ecology	PLoS_One_2010_Dec_30_5(12)_e15323	10.1371/journal.pone.0015323	6	
Ecology	PLoS_One-5-5-2866537	10.1371/journal.pone.0010388	6	
Ecology	PLoS_ONE-3-3-2254195	10.1371/journal.pone.0001743	8	
Ecology	PLoS_One_2009_Oct_28_4(10)_e7595	10.1371/journal.pone.0007595	11	
Ecology	PLoS_One_2010_Sep_3_5(9)_e12553	10.1371/journal.pone.0012553	2	
Ecology	PLoS_One_2011_Jun_8_6(6)_e20797	10.1371/journal.pone.0020797	9	
Ecology	PLoS_One-5-6-2881033	10.1371/journal.pone.0010960	31	
Ecology	PLoS_ONE-2-1-1764715	10.1371/journal.pone.0000154	4	
Ecology	PLoS_One_2010_Aug_12_5(8)_e12114	10.1371/journal.pone.0012114	2	
Ecology	PLoS_One_2011_Aug_10_6(8)_e23288	10.1371/journal.pone.0023288	9	
Ecology	PLoS_ONE-1-1-1762417	10.1371/journal.pone.0000132	6	
Ecology	PLoS_ONE-4-3-2653725	10.1371/journal.pone.0004876	2	
Ecology	PLoS_ONE_2008_Oct_3_3(10)_e3335	10.1371/journal.pone.0003335	5	
Ecology	PLoS_ONE-3-12-2601036	10.1371/journal.pone.0003980	16	
Ecology	PLoS_ONE_2007_Sep_26_2(9)_e962	10.1371/journal.pone.0000962	4	
Ecology	PLoS_ONE-3-8-2507733	10.1371/journal.pone.0003014	13	
Ecology	PLoS_ONE_2006_Dec_20_1(1)_e78	17183710	2	
Ecology	PLoS_ONE-3-7-2475672	10.1371/journal.pone.0002843	12	
Ecology	PLoS_One_2011_Jun_1_6(6)_e20233	10.1371/journal.pone.0020233	6	
Ecology	PLoS_One-5-3-2834750	10.1371/journal.pone.0009596	6	
Ecology	PLoS_ONE-3-8-2516174	10.1371/journal.pone.0003015	13	
Ecology	PLoS_One_2011_Jul_22_6(7)_e21670	10.1371/journal.pone.0021670	59	
Ecology	PLoS_ONE-3-3-2267492	10.1371/journal.pone.0001811	5	
Ecology	PLoS_ONE-2-8-1934337	17684548	6	
Ecology	PLoS_ONE-1-1-1762310	17183654	3	
Ecology	PLoS_ONE-3-6-2481286	10.1371/journal.pone.0002502	2	
Ecology	PLoS_One_2011_Feb_23_6(2)_e16854	10.1371/journal.pone.0016854	20	
Ecology	PLoS_ONE_2009_Apr_29_4(4)_e5316	10.1371/journal.pone.0005316	30	
Ecology	PLoS_One_2011_Jun_15_6(6)_e21060	10.1371/journal.pone.0021060	10	
Ecology	PLoS_ONE-3-11-2572842	10.1371/journal.pone.0003630	19	
Ecology	PLoS_One_2010_Oct_26_5(10)_e13588	10.1371/journal.pone.0013588	1	
Ecology	PLoS_One_2011_Jun_15_6(6)_e21028	10.1371/journal.pone.0021028	0	
Ecology	PLoS_One_2010_Nov_30_5(11)_e14163	10.1371/journal.pone.0014163	9	
Ecology	PLoS_One_2011_Jun_22_6(6)_e20543	10.1371/journal.pone.0020543	6	
Ecology	PLoS_One_2010_Mar_10_5(3)_e9636	10.1371/journal.pone.0009636	2	
Ecology	PLoS_One-4-10-2759516	10.1371/journal.pone.0007483	1	
Ecology	PLoS_One-5-7-2910738	10.1371/journal.pone.0011808	11	
Ecology	PLoS_One_2011_Aug_9_6(8)_e22881	10.1371/journal.pone.0022881	6	
Ecology	PLoS_One_2011_Apr_25_6(4)_e19227	10.1371/journal.pone.0019227	9	
Ecology	PLoS_One_2010_May_3_5(5)_e10440	10.1371/journal.pone.0010440	4	
Ecology	PLoS_One_2010_Sep_22_5(9)_e12750	10.1371/journal.pone.0012750	6	
Ecology	PLoS_One_2011_Jul_19_6(7)_e21773	10.1371/journal.pone.0021773	8	
Ecology	PLoS_ONE-2-8-1950569	10.1371/journal.pone.0000813	4	
Ecology	PLoS_One_2009_Jul_8_4(7)_e6140	10.1371/journal.pone.0006140	19	
Ecology	PLoS_One_2010_Jun_30_5(6)_e11395	10.1371/journal.pone.0011395	3	
Ecology	PLoS_One_2011_Mar_9_6(3)_e17222	10.1371/journal.pone.0017222	17	
Ecology	PLoS_One_2011_Aug_16_6(8)_e23281	10.1371/journal.pone.0023281	9	
Ecology	PLoS_ONE-2-8-1937024	10.1371/journal.pone.0000661	3	
Ecology	PLoS_One_2009_Oct_29_4(10)_e7657	10.1371/journal.pone.0007657	7	
Ecology	PLoS_One-4-9-2735776	10.1371/journal.pone.0006968	2	
Ecology	PLoS_ONE_2008_Sep_10_3(9)_e3176	10.1371/journal.pone.0003176	2	
Ecology	PLoS_One_2011_Jul_13_6(7)_e22050	10.1371/journal.pone.0022050	2	
Ecology	PLoS_One_2010_Dec_29_5(12)_e14451	10.1371/journal.pone.0014451	3	
Ecology	PLoS_One_2011_May_6_6(5)_e19363	10.1371/journal.pone.0019363	11	
Ecology	PLoS_ONE-3-3-2266806	10.1371/journal.pone.0001822	2	
Ecology	PLoS_One_2011_Mar_14_6(3)_e14717	10.1371/journal.pone.0014717	0	
Ecology	PLoS_ONE-3-11-2577064	10.1371/journal.pone.0003677	4	
Ecology	PLoS_One_2011_Apr_29_6(4)_e18994	10.1371/journal.pone.0018994	16	
Ecology	PLoS_One-5-4-2861672	10.1371/journal.pone.0010417	19	
Ecology	PLoS_One_2010_Mar_29_5(3)_e9882	10.1371/journal.pone.0009882	1	
Ecology	PLoS_One_2011_May_11_6(5)_e19069	10.1371/journal.pone.0019069	11	
Ecology	PLoS_ONE_2008_Jul_23_3(7)_e2771	10.1371/journal.pone.0002771	15	
Ecology	PLoS_One_2011_Jul_19_6(7)_e21830	10.1371/journal.pone.0021830	6	
Ecology	PLoS_One_2011_Aug_24_6(8)_e24062	10.1371/journal.pone.0024062	14	
Ecology	PLoS_One_2010_Jun_10_5(6)_e11061	10.1371/journal.pone.0011061	7	
Ecology	PLoS_One_2011_Apr_29_6(4)_e19306	10.1371/journal.pone.0019306	6	
Ecology	PLoS_ONE_2007_Sep_26_2(9)_e938	10.1371/journal.pone.0000938	0	
Ecology	PLoS_One_2011_Jul_20_6(7)_e22240	10.1371/journal.pone.0022240	4	
Ecology	PLoS_One_2011_Aug_16_6(8)_e23352	10.1371/journal.pone.0023352	3	
Ecology	PLoS_One_2011_Aug_17_6(8)_e23533	10.1371/journal.pone.0023533	9	
Ecology	PLoS_One_2010_Feb_5_5(2)_e9082	10.1371/journal.pone.0009082	6	
Ecology	PLoS_One_2011_Aug_4_6(8)_e22926	10.1371/journal.pone.0022926	2	
Ecology	PLoS_One-4-10-2757899	10.1371/journal.pone.0007416	3	
Ecology	PLoS_One_2011_Apr_4_6(4)_e18169	10.1371/journal.pone.0018169	5	
Ecology	PLoS_ONE_2009_Feb_19_4(2)_e4522	10.1371/journal.pone.0004522	10	
Ecology	PLoS_One_2011_Aug_25_6(8)_e23705	10.1371/journal.pone.0023705	13	
Ecology	PLoS_One_2011_Jan_26_6(1)_e14519	10.1371/journal.pone.0014519	10	
Ecology	PLoS_One_2010_Dec_15_5(12)_e14324	10.1371/journal.pone.0014324	9	
Ecology	PLoS_One_2011_Jul_15_6(7)_e22198	10.1371/journal.pone.0022198	5	
Ecology	PLoS_One_2009_Jul_15_4(7)_e6262	10.1371/journal.pone.0006262	7	
Ecology	PLoS_One_2011_Mar_9_6(3)_e17628	10.1371/journal.pone.0017628	8	
Ecology	PLoS_ONE-4-4-2659803	10.1371/journal.pone.0005083	4	
Ecology	PLoS_One_2011_Jun_8_6(6)_e20782	10.1371/journal.pone.0020782	8	
Ecology	PLoS_One_2010_Aug_30_5(8)_e12480	10.1371/journal.pone.0012480	14	
Ecology	PLoS_One_2011_Mar_10_6(3)_e17516	10.1371/journal.pone.0017516	5	
Ecology	PLoS_One-5-8-2917359	10.1371/journal.pone.0012053	16	
Ecology	PLoS_One-5-8-2914069	10.1371/journal.pone.0011916	16	
Ecology	PLoS_One_2011_Feb_14_6(2)_e16898	10.1371/journal.pone.0016898	13	
Ecology	PLoS_One_2011_Aug_5_6(8)_e23002	10.1371/journal.pone.0023002	10	
Ecology	PLoS_One_2011_May_4_6(5)_e18946	10.1371/journal.pone.0018946	3	
Ecology	PLoS_ONE_2008_Aug_20_3(8)_e2989	10.1371/journal.pone.0002989	11	
Ecology	PLoS_One_2010_May_27_5(5)_e10761	10.1371/journal.pone.0010761	7	
Ecology	PLoS_One_2011_Aug_1_6(8)_e22588	10.1371/journal.pone.0022588	40	
Ecology	PLoS_One_2010_Jun_18_5(6)_e11212	10.1371/journal.pone.0011212	4	
Ecology	PLoS_One-5-10-2951897	10.1371/journal.pone.0013195	0	
Ecology	PLoS_One_2011_Apr_29_6(4)_e14810	10.1371/journal.pone.0014810	2	
Ecology	PLoS_One_2011_Feb_4_6(2)_e16862	10.1371/journal.pone.0016862	6	
Ecology	PLoS_One_2011_Jun_29_6(6)_e20809	10.1371/journal.pone.0020809	7	
Ecology	PLoS_One_2011_May_24_6(5)_e19751	10.1371/journal.pone.0019751	4	
Ecology	PLoS_One_2010_Aug_11_5(8)_e12042	10.1371/journal.pone.0012042	5	
Ecology	PLoS_One_2010_Jan_29_5(1)_e8968	10.1371/journal.pone.0008968	2	
Ecology	PLoS_One_2011_Aug_15_6(8)_e23258	10.1371/journal.pone.0023258	7	
Ecology	PLoS_One-4-9-2748693	10.1371/journal.pone.0007241	15	
Ecology	PLoS_One_2011_May_13_6(5)_e19360	10.1371/journal.pone.0019360	5	
Ecology	PLoS_One_2011_Apr_12_6(4)_e18151	10.1371/journal.pone.0018151	2	
Ecology	PLoS_One_2011_Aug_26_6(8)_e23958	10.1371/journal.pone.0023958	12	
Ecology	PLoS_One-4-10-2762028	10.1371/journal.pone.0007568	7	
Ecology	PLoS_One-5-9-2938353	10.1371/journal.pone.0012730	6	
Ecology	PLoS_ONE_2008_Oct_29_3(10)_e3550	10.1371/journal.pone.0003550	1	
Ecology	PLoS_One_2009_Dec_7_4(12)_e8195	10.1371/journal.pone.0008195	5	
Ecology	PLoS_One_2011_Jun_20_6(6)_e20957	10.1371/journal.pone.0020957	4	
Ecology	PLoS_One-5-12-3012052	10.1371/journal.pone.0014445	15	
Ecology	PLoS_One_2010_Nov_5_5(11)_e13853	10.1371/journal.pone.0013853	8	
Ecology	PLoS_One_2011_May_16_6(5)_e19997	10.1371/journal.pone.0019997	8	
Ecology	PLoS_ONE-2-5-1853233	10.1371/journal.pone.0000402	7	
Ecology	PLoS_ONE_2008_Oct_9_3(10)_e3365	10.1371/journal.pone.0003365	4	
Ecology	PLoS_One-5-8-2914006	10.1371/journal.pone.0011683	8	
Ecology	PLoS_One-4-9-2744872	10.1371/journal.pone.0007177	10	
Ecology	PLoS_One_2010_Aug_6_5(8)_e12019	10.1371/journal.pone.0012019	7	
Ecology	PLoS_One_2010_Dec_15_5(12)_e14327	10.1371/journal.pone.0014327	5	
Ecology	PLoS_One-4-12-2788423	10.1371/journal.pone.0008264	3	
Ecology	PLoS_ONE-4-5-2672166	10.1371/journal.pone.0005333	30	
Ecology	PLoS_One_2011_Aug_12_6(8)_e23459	10.1371/journal.pone.0023459	14	
Ecology	PLoS_ONE_2008_Nov_27_3(11)_e3836	10.1371/journal.pone.0003836	1	
Ecology	PLoS_One_2009_Aug_26_4(8)_e6802	10.1371/journal.pone.0006802	2	
Ecology	PLoS_One_2010_Jan_27_5(1)_e8901	10.1371/journal.pone.0008901	3	
Ecology	PLoS_ONE_2009_Apr_29_4(4)_e5377	10.1371/journal.pone.0005377	9	
Ecology	PLoS_One_2010_Dec_10_5(12)_e14287	10.1371/journal.pone.0014287	4	
Ecology	PLoS_One_2009_Jul_9_4(7)_e6173	10.1371/journal.pone.0006173	7	
Ecology	PLoS_One_2011_Feb_22_6(2)_e16763	10.1371/journal.pone.0016763	13	
Ecology	PLoS_One_2011_Aug_26_6(8)_e23545	10.1371/journal.pone.0023545	10	
Ecology	PLoS_ONE_2009_May_20_4(5)_e5558	10.1371/journal.pone.0005558	8	
Ecology	PLoS_One_2010_Aug_17_5(8)_e12230	10.1371/journal.pone.0012230	12	
Ecology	PLoS_One_2011_Jul_22_6(7)_e22329	10.1371/journal.pone.0022329	6	
Ecology	PLoS_ONE_2007_Sep_26_2(9)_e929	10.1371/journal.pone.0000929	0	
Ecology	PLoS_One-5-9-2931693	10.1371/journal.pone.0012467	84	
Ecology	PLoS_One_2010_May_14_5(5)_e10660	10.1371/journal.pone.0010660	4	
Ecology	PLoS_One-5-12-3012710	10.1371/journal.pone.0015822	6	
Ecology	PLoS_One_2010_Apr_30_5(4)_e10330	10.1371/journal.pone.0010330	2	
Ecology	PLoS_One_2011_Jan_26_6(1)_e14597	10.1371/journal.pone.0014597	14	
Ecology	PLoS_ONE-4-2-2635940	10.1371/journal.pone.0004400	30	
Ecology	PLoS_One_2010_Nov_9_5(11)_e13887	10.1371/journal.pone.0013887	1	
Ecology	PLoS_ONE_2009_Mar_5_4(3)_e4711	10.1371/journal.pone.0004711	4	
Ecology	PLoS_One-5-10-2957437	10.1371/journal.pone.0013505	10	
Ecology	PLoS_One_2010_Feb_19_5(2)_e9324	10.1371/journal.pone.0009324	10	
Ecology	PLoS_One_2010_Dec_29_5(12)_e15584	10.1371/journal.pone.0015584	1	
Ecology	PLoS_One_2011_Jan_10_6(1)_e16126	10.1371/journal.pone.0016126	3	
Ecology	PLoS_One_2011_May_6_6(5)_e19577	10.1371/journal.pone.0019577	3	
Ecology	PLoS_One-4-11-2771767	10.1371/journal.pone.0007807	6	
Ecology	PLoS_One-5-5-2868897	10.1371/journal.pone.0010616	9	
Ecology	PLoS_One_2010_Mar_12_5(3)_e9672	10.1371/journal.pone.0009672	0	
Ecology	PLoS_One_2010_May_27_5(5)_e10688	10.1371/journal.pone.0010688	18	
Ecology	PLoS_One_2011_Jan_14_6(1)_e16050	10.1371/journal.pone.0016050	3	
Ecology	PLoS_ONE-4-3-2652825	10.1371/journal.pone.0004823	3	
Ecology	PLoS_One_2011_Mar_16_6(3)_e17686	10.1371/journal.pone.0017686	13	
Ecology	PLoS_ONE-4-3-2651630	10.1371/journal.pone.0004767	7	
Ecology	PLoS_One_2010_Mar_26_5(3)_e9904	10.1371/journal.pone.0009904	6	
Ecology	PLoS_One-4-12-2788620	10.1371/journal.pone.0008296	2	
Ecology	PLoS_One-5-9-2936937	10.1371/journal.pone.0012576	15	
Ecology	PLoS_ONE-4-5-2685455	10.1371/journal.pone.0005734	7	
Ecology	PLoS_ONE_2007_Oct_10_2(10)_e1017	10.1371/journal.pone.0001017	2	
Ecology	PLoS_One_2011_May_26_6(5)_e19746	10.1371/journal.pone.0019746	1	
Ecology	PLoS_One-5-11-2973971	10.1371/journal.pone.0013855	2	
Ecology	PLoS_ONE-3-7-2444038	10.1371/journal.pone.0002744	13	
Ecology	PLoS_One_2011_Jan_5_6(1)_e16057	10.1371/journal.pone.0016057	1	
Ecology	PLoS_One-5-8-2917374	10.1371/journal.pone.0012056	22	
Ecology	PLoS_One-5-8-2918502	10.1371/journal.pone.0012054	5	
Ecology	PLoS_ONE-2-3-1808424	10.1371/journal.pone.0000296	16	
Ecology	PLoS_ONE-2-6-1891434	10.1371/journal.pone.0000567	3	
Ecology	PLoS_ONE_2009_Jun_3_4(6)_e5712	10.1371/journal.pone.0005712	4	
Ecology	PLoS_ONE-3-8-2500164	10.1371/journal.pone.0002993	8	
Ecology	PLoS_One_2010_Feb_19_5(2)_e9265	10.1371/journal.pone.0009265	11	
Ecology	PLoS_One_2011_Jan_17_6(1)_e14521	10.1371/journal.pone.0014521	6	
Ecology	PLoS_ONE-3-6-2430527	10.1371/journal.pone.0002550	4	
Ecology	PLoS_One_2011_Jun_7_6(6)_e21025	10.1371/journal.pone.0021025	12	
Ecology	PLoS_One-5-5-2872665	10.1371/journal.pone.0010686	4	
Ecology	PLoS_One_2009_Oct_12_4(10)_e7378	10.1371/journal.pone.0007378	9	
Ecology	PLoS_One_2011_Jun_22_6(6)_e20619	10.1371/journal.pone.0020619	18	
Ecology	PLoS_One_2011_Mar_2_6(3)_e17467	10.1371/journal.pone.0017467	15	
Ecology	PLoS_One-5-6-2886052	10.1371/journal.pone.0011129	7	
Ecology	PLoS_ONE_2009_Jan_30_4(1)_e4271	10.1371/journal.pone.0004271	3	
Ecology	PLoS_One_2010_Sep_15_5(9)_e12690	10.1371/journal.pone.0012690	0	
Ecology	PLoS_One-5-3-2847597	10.1371/journal.pone.0009835	6	
Ecology	PLoS_One_2011_Mar_28_6(3)_e18058	10.1371/journal.pone.0018058	12	
Ecology	PLoS_One_2011_Jul_22_6(7)_e22398	10.1371/journal.pone.0022398	11	
Ecology	PLoS_One_2010_Oct_11_5(10)_e13299	10.1371/journal.pone.0013299	13	
Ecology	PLoS_One_2010_Dec_13_5(12)_e14309	10.1371/journal.pone.0014309	2	
Ecology	PLoS_One_2010_Aug_18_5(8)_e12215	10.1371/journal.pone.0012215	25	
Ecology	PLoS_One-5-9-2944887	10.1371/journal.pone.0012977	8	
Ecology	PLoS_One-4-8-2726984	10.1371/journal.pone.0006761	7	
Ecology	PLoS_One_2011_May_24_6(5)_e19981	10.1371/journal.pone.0019981	6	
Ecology	PLoS_ONE-3-10-2551748	10.1371/journal.pone.0003307	3	
Ecology	PLoS_ONE_2007_Feb_7_2(2)_e193	10.1371/journal.pone.0000193	3	
Ecology	PLoS_One_2009_Nov_18_4(11)_e7895	10.1371/journal.pone.0007895	11	
Ecology	PLoS_One_2009_Jul_17_4(7)_e6275	10.1371/journal.pone.0006275	22	
Ecology	PLoS_One-4-7-2704373	10.1371/journal.pone.0006187	2	
Ecology	PLoS_ONE-3-1-2186382	10.1371/journal.pone.0001444	12	
Ecology	PLoS_ONE_2009_Apr_22_4(4)_e5215	10.1371/journal.pone.0005215	6	
Ecology	PLoS_One_2010_Aug_2_5(8)_e10905	10.1371/journal.pone.0010905	34	
Ecology	PLoS_One_2011_Jul_25_6(7)_e22498	10.1371/journal.pone.0022498	10	
Ecology	PLoS_ONE_2009_Jan_21_4(1)_e4217	10.1371/journal.pone.0004217	9	
Ecology	PLoS_One_2011_Aug_31_6(8)_e24192	10.1371/journal.pone.0024192	2	
Ecology	PLoS_One-5-7-2910701	10.1371/journal.pone.0011790	3	
Ecology	PLoS_One_2011_Mar_25_6(3)_e17825	10.1371/journal.pone.0017825	13	
Ecology	PLoS_ONE_2007_Mar_7_2(3)_e277	10.1371/journal.pone.0000277	16	
Ecology	PLoS_ONE-3-9-2518835	10.1371/journal.pone.0003113	10	
Ecology	PLoS_One_2011_Aug_24_6(8)_e23842	10.1371/journal.pone.0023842	4	
Ecology	PLoS_One_2009_Dec_29_4(12)_e8465	10.1371/journal.pone.0008465	0	
Ecology	PLoS_ONE-2-9-1976549	10.1371/journal.pone.0000939	3	
Ecology	PLoS_One-5-9-2942830	10.1371/journal.pone.0012758	9	
Ecology	PLoS_One_2010_Dec_28_5(12)_e14245	10.1371/journal.pone.0014245	5	
Ecology	PLoS_ONE-3-5-2364644	10.1371/journal.pone.0002154	1	
Ecology	PLoS_One_2010_Apr_1_5(4)_e9950	10.1371/journal.pone.0009950	12	
Ecology	PLoS_One_2011_Mar_2_6(3)_e17024	10.1371/journal.pone.0017024	11	
Ecology	PLoS_One-5-12-3002270	10.1371/journal.pone.0014340	14	
Ecology	PLoS_One_2011_Jul_13_6(7)_e22113	10.1371/journal.pone.0022113	2	
Ecology	PLoS_One-5-7-2904370	10.1371/journal.pone.0011430	1	
Ecology	PLoS_One_2010_Nov_2_5(11)_e13794	10.1371/journal.pone.0013794	13	
Ecology	PLoS_ONE_2008_Mar_12_3(3)_e1748	10.1371/journal.pone.0001748	7	
Ecology	PLoS_ONE_2008_Jan_30_3(1)_e1515	10.1371/journal.pone.0001515	1	
Ecology	PLoS_One-5-8-2918514	10.1371/journal.pone.0012092	11	
Ecology	PLoS_ONE_2007_Oct_17_2(10)_e1041	10.1371/journal.pone.0001041	8	
Ecology	PLoS_ONE_2007_Dec_12_2(12)_e1299	10.1371/journal.pone.0001299	0	
Ecology	PLoS_ONE_2008_Sep_4_3(9)_e3138	10.1371/journal.pone.0003138	6	
Ecology	PLoS_One_2010_Jul_21_5(7)_e11680	10.1371/journal.pone.0011680	6	
Ecology	PLoS_One_2011_Mar_10_6(3)_e17476	10.1371/journal.pone.0017476	8	
Ecology	PLoS_ONE-2-9-1978533	10.1371/journal.pone.0000949	7	
Ecology	PLoS_One_2011_May_19_6(5)_e19777	10.1371/journal.pone.0019777	1	
Ecology	PLoS_One_2011_Jul_11_6(7)_e21903	10.1371/journal.pone.0021903	13	
Ecology	PLoS_ONE-2-11-2190617	10.1371/journal.pone.0001139	8	
Ecology	PLoS_One_2011_Apr_27_6(4)_e19167	10.1371/journal.pone.0019167	11	
Ecology	PLoS_One-4-7-2701611	10.1371/journal.pone.0006160	3	
Ecology	PLoS_One_2010_May_26_5(5)_e10835	10.1371/journal.pone.0010835	24	
Ecology	PLoS_One-5-6-2880600	10.1371/journal.pone.0010950	19	
Ecology	PLoS_ONE-4-1-2614468	10.1371/journal.pone.0004197	2	
Ecology	PLoS_One_2011_Mar_2_6(3)_e17050	10.1371/journal.pone.0017050	12	
Ecology	PLoS_One-4-10-2762601	10.1371/journal.pone.0007623	5	
Ecology	PLoS_One_2010_Oct_15_5(10)_e13436	10.1371/journal.pone.0013436	2	
Ecology	PLoS_ONE_2009_May_4_4(5)_e5417	10.1371/journal.pone.0005417	3	
Ecology	PLoS_ONE_2009_Apr_29_4(4)_e5016	10.1371/journal.pone.0005016	9	
Ecology	PLoS_One_2011_May_10_6(5)_e19438	10.1371/journal.pone.0019438	11	
Ecology	PLoS_One_2011_Jan_25_6(1)_e16225	10.1371/journal.pone.0016225	9	
Ecology	PLoS_ONE_2007_Aug_8_2(8)_e711	10.1371/journal.pone.0000711	4	
Ecology	PLoS_One_2011_Aug_16_6(8)_e23702	10.1371/journal.pone.0023702	8	
Ecology	PLoS_One-5-7-2909254	10.1371/journal.pone.0011757	6	
Ecology	PLoS_One_2011_Aug_3_6(8)_e22952	10.1371/journal.pone.0022952	6	
Ecology	PLoS_One_2009_Sep_14_4(9)_e7005	10.1371/journal.pone.0007005	8	
Ecology	PLoS_ONE_2008_Aug_27_3(8)_e3039	10.1371/journal.pone.0003039	3	
Ecology	PLoS_ONE_2008_Dec_18_3(12)_e3979	10.1371/journal.pone.0003979	8	
Ecology	PLoS_ONE_2008_May_7_3(5)_e2038	10.1371/journal.pone.0002038	16	
Ecology	PLoS_One_2010_Jan_13_5(1)_e8669	10.1371/journal.pone.0008669	1	
Ecology	PLoS_One-5-9-2942899	10.1371/journal.pone.0012851	2	
Ecology	PLoS_ONE-3-8-2500169	10.1371/journal.pone.0003006	7	
Ecology	PLoS_One_2011_Aug_4_6(8)_e22903	10.1371/journal.pone.0022903	10	
Ecology	PLoS_One_2011_Jan_12_6(1)_e15681	10.1371/journal.pone.0015681	8	
Ecology	PLoS_One_2011_Jul_6_6(7)_e21972	10.1371/journal.pone.0021972	1	
Ecology	PLoS_ONE-4-3-2652714	10.1371/journal.pone.0004835	6	
Ecology	PLoS_ONE-2-5-1864998	10.1371/journal.pone.0000444	3	
Ecology	PLoS_One_2009_Oct_14_4(10)_e7460	10.1371/journal.pone.0007460	0	
Ecology	PLoS_One_2010_Dec_29_5(12)_e15685	10.1371/journal.pone.0015685	41	
Ecology	PLoS_ONE-2-7-1919422	10.1371/journal.pone.0000634	2	
Ecology	PLoS_One_2011_Aug_10_6(8)_e22977	10.1371/journal.pone.0022977	9	
Ecology	PLoS_One_2011_Mar_10_6(3)_e17658	10.1371/journal.pone.0017658	7	
Ecology	PLoS_One-5-11-2989912	10.1371/journal.pone.0015002	17	
Ecology	PLoS_One_2011_Jan_27_6(1)_e16238	10.1371/journal.pone.0016238	10	
Ecology	PLoS_One-4-10-2753777	10.1371/journal.pone.0007367	1	
Ecology	PLoS_One-4-9-2734401	10.1371/journal.pone.0006855	0	
Ecology	PLoS_One_2010_Jul_21_5(7)_e11687	10.1371/journal.pone.0011687	5	
Ecology	PLoS_One_2011_Apr_18_6(4)_e18911	10.1371/journal.pone.0018911	12	
Ecology	PLoS_One_2011_Aug_1_6(8)_e19491	10.1371/journal.pone.0019491	1	
Ecology	PLoS_One_2011_Mar_25_6(3)_e18228	10.1371/journal.pone.0018228	2	
Ecology	PLoS_One_2011_Feb_9_6(2)_e16834	10.1371/journal.pone.0016834	8	
Ecology	PLoS_One-5-8-2914041	10.1371/journal.pone.0011938	1	
Ecology	PLoS_One_2011_Feb_4_6(2)_e16625	10.1371/journal.pone.0016625	4	
Ecology	PLoS_One_2009_Sep_18_4(9)_e7071	10.1371/journal.pone.0007071	7	
Ecology	PLoS_One-5-7-2903611	10.1371/journal.pone.0011478	17	
Ecology	PLoS_One_2010_Sep_7_5(9)_e12614	10.1371/journal.pone.0012614	3	
Ecology	PLoS_One-5-10-2956694	10.1371/journal.pone.0013476	13	
Ecology	PLoS_One_2011_Feb_28_6(2)_e17430	10.1371/journal.pone.0017430	18	
Ecology	PLoS_One_2011_Aug_3_6(8)_e22985	10.1371/journal.pone.0022985	11	
Ecology	PLoS_One_2010_Oct_27_5(10)_e13647	10.1371/journal.pone.0013647	24	
Ecology	PLoS_ONE-4-4-2660414	10.1371/journal.pone.0005014	4	
Ecology	PLoS_ONE-4-2-2645439	10.1371/journal.pone.0004311	8	
Ecology	PLoS_One_2011_Feb_9_6(2)_e14670	10.1371/journal.pone.0014670	15	
Ecology	PLoS_One_2011_Apr_18_6(4)_e18245	10.1371/journal.pone.0018245	4	
Ecology	PLoS_ONE_2008_Apr_30_3(4)_e2036	10.1371/journal.pone.0002036	16	
Ecology	PLoS_One_2010_Aug_25_5(8)_e12374	10.1371/journal.pone.0012374	12	
Ecology	PLoS_One_2011_Jul_7_6(7)_e22015	10.1371/journal.pone.0022015	11	
Ecology	PLoS_ONE-3-10-2565799	10.1371/journal.pone.0003484	6	
Ecology	PLoS_One-5-4-2858044	10.1371/journal.pone.0010170	15	
Ecology	PLoS_One_2011_Jul_20_6(7)_e22145	10.1371/journal.pone.0022145	7	
Ecology	PLoS_ONE_2008_Jul_16_3(7)_e2710	10.1371/journal.pone.0002710	1	
Ecology	PLoS_ONE_2008_Apr_16_3(4)_e2006	10.1371/journal.pone.0002006	7	
Ecology	PLoS_One_2009_Aug_24_4(8)_e6731	10.1371/journal.pone.0006731	1	
Ecology	PLoS_One_2010_Dec_17_5(12)_e14381	10.1371/journal.pone.0014381	11	
Ecology	PLoS_One_2011_Jul_6_6(7)_e14424	10.1371/journal.pone.0014424	14	
Ecology	PLoS_ONE_2009_Jan_1_4(1)_e4111	10.1371/journal.pone.0004111	4	
Ecology	PLoS_ONE-1-1-1762364	17183710	2	
Ecology	PLoS_One_2011_Jan_26_6(1)_e16371	10.1371/journal.pone.0016371	19	
Ecology	PLoS_One_2011_Jul_20_6(7)_e22433	10.1371/journal.pone.0022433	3	
Ecology	PLoS_One_2011_Jun_14_6(6)_e21114	10.1371/journal.pone.0021114	8	
Ecology	PLoS_ONE_2008_Jan_9_3(1)_e1412	10.1371/journal.pone.0001412	4	
Ecology	PLoS_ONE-2-2-1794186	17311100	1	
Ecology	PLoS_One_2011_Apr_29_6(4)_e18945	10.1371/journal.pone.0018945	5	
Ecology	PLoS_One_2011_Jan_27_6(1)_e16553	10.1371/journal.pone.0016553	6	
Ecology	PLoS_One-5-2-2813872	10.1371/journal.pone.0008989	3	
Ecology	PLoS_One_2011_Jul_27_6(7)_e22272	10.1371/journal.pone.0022272	12	
Ecology	PLoS_One_2011_Jun_29_6(6)_e21555	10.1371/journal.pone.0021555	0	
