subject	article	doi	in_article
Genomics	PLoS_One-4-12-2785476	10.1371/journal.pone.0007891	0	
Genomics	PLoS_One_2010_Aug_20_5(8)_e12185	10.1371/journal.pone.0012185	1	
Genomics	PLoS_One-5-4-2858153	10.1371/journal.pone.0010267	4	
Genomics	PLoS_ONE-3-7-2435600	10.1371/journal.pone.0002542	2	
Genomics	PLoS_One_2011_Apr_29_6(4)_e18956	10.1371/journal.pone.0018956	2	
Genomics	PLoS_One_2010_Jan_29_5(1)_e8962	10.1371/journal.pone.0008962	1	
Genomics	PLoS_One-5-3-2830483	10.1371/journal.pone.0009494	9	
Genomics	PLoS_One_2011_Aug_4_6(8)_e22365	10.1371/journal.pone.0022365	5	
Genomics	PLoS_One_2011_Feb_3_6(2)_e16588	10.1371/journal.pone.0016588	4	
Genomics	PLoS_ONE_2007_Aug_15_2(8)_e737	10.1371/journal.pone.0000737	2	
Genomics	PLoS_ONE-3-3-2249706	10.1371/journal.pone.0001734	4	
Genomics	PLoS_One-5-12-3008714	10.1371/journal.pone.0014390	1	
Genomics	PLoS_ONE-3-10-2565127	10.1371/journal.pone.0003470	2	
Genomics	PLoS_One-5-4-2851613	10.1371/journal.pone.0010089	4	
Genomics	PLoS_One_2011_May_16_6(5)_e19579	10.1371/journal.pone.0019579	3	
Genomics	PLoS_One_2009_Oct_22_4(10)_e7554	10.1371/journal.pone.0007554	3	
Genomics	PLoS_ONE-2-9-1950791	10.1371/journal.pone.0000838	1	
Genomics	PLoS_ONE_2009_Apr_2_4(4)_e4985	10.1371/journal.pone.0004985	1	
Genomics	PLoS_One_2010_May_10_5(5)_e10559	10.1371/journal.pone.0010559	0	
Genomics	PLoS_One_2011_Jun_22_6(6)_e21400	10.1371/journal.pone.0021400	3	
Genomics	PLoS_ONE-4-4-2662412	10.1371/journal.pone.0005054	0	
Genomics	PLoS_One_2010_Nov_22_5(11)_e14078	10.1371/journal.pone.0014078	3	
Genomics	PLoS_One_2009_Dec_15_4(12)_e8318	10.1371/journal.pone.0008318	1	
Genomics	PLoS_One-5-10-2957433	10.1371/journal.pone.0013424	3	
Genomics	PLoS_One_2010_Oct_26_5(10)_e13597	10.1371/journal.pone.0013597	2	
Genomics	PLoS_One_2011_Jun_28_6(6)_e21476	10.1371/journal.pone.0021476	14	
Genomics	PLoS_One_2009_Dec_4_4(12)_e8182	10.1371/journal.pone.0008182	11	
Genomics	PLoS_ONE_2009_Jun_11_4(6)_e5878	19517021	2	
Genomics	PLoS_One_2011_Mar_3_6(3)_e17594	10.1371/journal.pone.0017594	0	
Genomics	PLoS_One-5-9-2947524	10.1371/journal.pone.0013081	1	
Genomics	PLoS_One_2009_Dec_30_4(12)_e8494	10.1371/journal.pone.0008494	2	
Genomics	PLoS_One_2010_Apr_1_5(4)_e9974	10.1371/journal.pone.0009974	3	
Genomics	PLoS_One_2010_May_12_5(5)_e10592	10.1371/journal.pone.0010592	3	
Genomics	PLoS_One_2011_May_6_6(5)_e19138	10.1371/journal.pone.0019138	0	
Genomics	PLoS_ONE-4-3-2644761	10.1371/journal.pone.0004594	2	
Genomics	PLoS_One-5-9-2941452	10.1371/journal.pone.0012771	4	
Genomics	PLoS_One-5-9-2937028	10.1371/journal.pone.0012667	11	
Genomics	PLoS_One-4-7-2709448	10.1371/journal.pone.0006286	1	
Genomics	PLoS_ONE_2009_Apr_24_4(4)_e5290	10.1371/journal.pone.0005290	2	
Genomics	PLoS_One-5-6-2892468	10.1371/journal.pone.0011306	2	
Genomics	PLoS_One_2011_Aug_12_6(8)_e23415	10.1371/journal.pone.0023415	12	
Genomics	PLoS_One_2010_Dec_9_5(12)_e14280	10.1371/journal.pone.0014280	18	
Genomics	PLoS_ONE_2009_Jun_5_4(6)_e5809	10.1371/journal.pone.0005809	2	
Genomics	PLoS_ONE_2009_Apr_9_4(4)_e5043	10.1371/journal.pone.0005043	1	
Genomics	PLoS_One_2011_Jul_22_6(7)_e22404	10.1371/journal.pone.0022404	13	
Genomics	PLoS_One_2010_Oct_15_5(10)_e13420	10.1371/journal.pone.0013420	3	
Genomics	PLoS_One_2011_Jan_24_6(1)_e16236	10.1371/journal.pone.0016236	14	
Genomics	PLoS_One-4-11-2767503	10.1371/journal.pone.0007733	1	
Genomics	PLoS_One_2009_Jun_29_4(6)_e6034	10.1371/journal.pone.0006034	1	
Genomics	PLoS_One_2010_Dec_30_5(12)_e15581	10.1371/journal.pone.0015581	2	
Genomics	PLoS_ONE-3-3-2248624	18320033	4	
Genomics	PLoS_One-5-12-2997790	10.1371/journal.pone.0014233	9	
Genomics	PLoS_One-5-12-3012094	10.1371/journal.pone.0015713	7	
Genomics	PLoS_One-5-12-3012126	10.1371/journal.pone.0015887	2	
Genomics	PLoS_ONE_2007_Mar_14_2(3)_e294	10.1371/journal.pone.0000294	4	
Genomics	PLoS_One_2011_Jun_24_6(6)_e21461	10.1371/journal.pone.0021461	5	
Genomics	PLoS_One_2009_Aug_7_4(8)_e6555	10.1371/journal.pone.0006555	2	
Genomics	PLoS_One-5-1-2799664	10.1371/journal.pone.0008629	6	
Genomics	PLoS_One-5-11-2994704	10.1371/journal.pone.0013876	7	
Genomics	PLoS_One_2011_Jun_13_6(6)_e20823	10.1371/journal.pone.0020823	3	
Genomics	PLoS_One_2011_Apr_14_6(4)_e18866	10.1371/journal.pone.0018866	4	
Genomics	PLoS_One_2009_Nov_25_4(11)_e8019	10.1371/journal.pone.0008019	8	
Genomics	PLoS_ONE-3-8-2488364	18663385	11	
Genomics	PLoS_ONE-4-3-2653644	10.1371/journal.pone.0004842	1	
Genomics	PLoS_One_2011_Feb_25_6(2)_e17298	10.1371/journal.pone.0017298	3	
Genomics	PLoS_ONE_2008_Jul_16_3(7)_e2733	10.1371/journal.pone.0002733	2	
Genomics	PLoS_One_2011_Jun_16_6(6)_e20940	10.1371/journal.pone.0020940	3	
Genomics	PLoS_One-5-9-2943930	10.1371/journal.pone.0012863	10	
Genomics	PLoS_ONE-3-6-2408729	10.1371/journal.pone.0002450	1	
Genomics	PLoS_ONE-3-9-2527655	10.1371/journal.pone.0003209	4	
Genomics	PLoS_One_2010_Oct_1_5(10)_e13091	10.1371/journal.pone.0013091	0	
Genomics	PLoS_One_2009_Sep_25_4(9)_e7184	10.1371/journal.pone.0007184	4	
Genomics	PLoS_One-5-7-2912274	10.1371/journal.pone.0011857	13	
Genomics	PLoS_One_2011_Apr_6_6(4)_e16835	10.1371/journal.pone.0016835	1	
Genomics	PLoS_One_2011_Aug_12_6(8)_e23471	10.1371/journal.pone.0023471	3	
Genomics	PLoS_One_2011_Feb_22_6(2)_e16384	10.1371/journal.pone.0016384	2	
Genomics	PLoS_One_2010_Dec_20_5(12)_e15302	10.1371/journal.pone.0015302	9	
Genomics	PLoS_One_2011_May_26_6(5)_e20059	10.1371/journal.pone.0020059	2	
Genomics	PLoS_One_2010_Nov_11_5(11)_e13922	10.1371/journal.pone.0013922	4	
Genomics	PLoS_One-5-10-2952626	10.1371/journal.pone.0013303	2	
Genomics	PLoS_One_2011_Jan_21_6(1)_e14573	10.1371/journal.pone.0014573	2	
Genomics	PLoS_ONE-2-5-1868958	10.1371/journal.pone.0000480	3	
Genomics	PLoS_One-4-12-2792725	10.1371/journal.pone.0008398	1	
Genomics	PLoS_One_2009_Aug_6_4(8)_e6538	10.1371/journal.pone.0006538	7	
Genomics	PLoS_One-4-10-2750753	10.1371/journal.pone.0007287	1	
Genomics	PLoS_One_2011_May_26_6(5)_e17711	10.1371/journal.pone.0017711	6	
Genomics	PLoS_One-5-12-3012706	10.1371/journal.pone.0015633	12	
Genomics	PLoS_One_2011_Feb_24_6(2)_e16940	10.1371/journal.pone.0016940	0	
Genomics	PLoS_ONE-1-1-1762424	10.1371/journal.pone.0000122	1	
Genomics	PLoS_One_2010_Mar_22_5(3)_e9795	10.1371/journal.pone.0009795	15	
Genomics	PLoS_One_2011_Mar_24_6(3)_e17906	10.1371/journal.pone.0017906	18	
Genomics	PLoS_ONE_2007_Sep_19_2(9)_e898	17878933	1	
Genomics	PLoS_One_2011_Jul_29_6(7)_e22882	10.1371/journal.pone.0022882	3	
Genomics	PLoS_One_2010_Apr_21_5(4)_e10292	10.1371/journal.pone.0010292	1	
Genomics	PLoS_One_2010_Dec_23_5(12)_e15613	10.1371/journal.pone.0015613	3	
Genomics	PLoS_One_2011_Feb_24_6(2)_e16900	10.1371/journal.pone.0016900	2	
Genomics	PLoS_One_2010_May_26_5(5)_e10837	10.1371/journal.pone.0010837	1	
Genomics	PLoS_ONE_2008_May_21_3(5)_e2209	10.1371/journal.pone.0002209	2	
Genomics	PLoS_One_2011_Jun_9_6(6)_e20128	10.1371/journal.pone.0020128	3	
Genomics	PLoS_One-5-11-2991311	10.1371/journal.pone.0014091	3	
Genomics	PLoS_ONE-2-10-2001184	10.1371/journal.pone.0001035	3	
Genomics	PLoS_One_2011_Apr_22_6(4)_e18941	10.1371/journal.pone.0018941	0	
Genomics	PLoS_One_2011_Aug_3_6(8)_e22655	10.1371/journal.pone.0022655	6	
Genomics	PLoS_One_2009_Jul_3_4(7)_e6144	10.1371/journal.pone.0006144	11	
Genomics	PLoS_One_2010_May_26_5(5)_e10813	10.1371/journal.pone.0010813	2	
Genomics	PLoS_One_2011_Jul_7_6(7)_e21910	10.1371/journal.pone.0021910	1	
Genomics	PLoS_One_2009_Oct_16_4(10)_e7495	10.1371/journal.pone.0007495	2	
Genomics	PLoS_ONE_2007_Nov_14_2(11)_e1187	18000554	2	
Genomics	PLoS_One_2011_Jul_22_6(7)_e22636	10.1371/journal.pone.0022636	3	
Genomics	PLoS_ONE-2-8-1924603	10.1371/journal.pone.0000659	22	
Genomics	PLoS_One_2010_Dec_28_5(12)_e14434	10.1371/journal.pone.0014434	5	
Genomics	PLoS_One_2010_May_11_5(5)_e10560	10.1371/journal.pone.0010560	1	
Genomics	PLoS_ONE-3-5-2367439	10.1371/journal.pone.0002171	5	
Genomics	PLoS_One_2011_Apr_29_6(4)_e19123	10.1371/journal.pone.0019123	1	
Genomics	PLoS_ONE-4-2-2633042	10.1371/journal.pone.0004347	1	
Genomics	PLoS_One-4-12-2790605	10.1371/journal.pone.0008326	29	
Genomics	PLoS_One_2010_Aug_19_5(8)_e12277	10.1371/journal.pone.0012277	10	
Genomics	PLoS_One_2011_Mar_21_6(3)_e17761	10.1371/journal.pone.0017761	4	
Genomics	PLoS_One_2010_Apr_20_5(4)_e10215	10.1371/journal.pone.0010215	2	
Genomics	PLoS_One_2011_May_4_6(5)_e18943	10.1371/journal.pone.0018943	6	
Genomics	PLoS_One_2010_Oct_25_5(10)_e15407	10.1371/journal.pone.0015407	0	
Genomics	PLoS_One_2011_Jun_3_6(6)_e20413	10.1371/journal.pone.0020413	2	
Genomics	PLoS_One_2011_May_5_6(5)_e19650	10.1371/journal.pone.0019650	9	
Genomics	PLoS_One_2011_Mar_2_6(3)_e17504	10.1371/journal.pone.0017504	1	
Genomics	PLoS_One_2010_Apr_20_5(4)_e10247	10.1371/journal.pone.0010247	1	
Genomics	PLoS_ONE_2008_Mar_12_3(3)_e1791	10.1371/journal.pone.0001791	10	
Genomics	PLoS_One-4-11-2775956	10.1371/journal.pone.0007934	1	
Genomics	PLoS_One-4-8-2715888	10.1371/journal.pone.0006515	37	
Genomics	PLoS_One_2010_Nov_25_5(11)_e15512	10.1371/journal.pone.0015512	1	
Genomics	PLoS_ONE-2-1-1764684	10.1371/journal.pone.0000160	0	
Genomics	PLoS_One_2011_Apr_20_6(4)_e19024	10.1371/journal.pone.0019024	4	
Genomics	PLoS_ONE_2008_Sep_8_3(9)_e3164	10.1371/journal.pone.0003164	12	
Genomics	PLoS_One_2011_Aug_17_6(8)_e23727	10.1371/journal.pone.0023727	5	
Genomics	PLoS_One_2010_Dec_23_5(12)_e14419	10.1371/journal.pone.0014419	17	
Genomics	PLoS_ONE-4-4-2671160	10.1371/journal.pone.0005401	2	
Genomics	PLoS_ONE_2008_Jun_18_3(6)_e2504	10.1371/journal.pone.0002504	0	
Genomics	PLoS_ONE-4-4-2671138	10.1371/journal.pone.0005385	2	
Genomics	PLoS_One-5-5-2868902	10.1371/journal.pone.0010621	2	
Genomics	PLoS_One_2010_Oct_13_5(10)_e13389	10.1371/journal.pone.0013389	6	
Genomics	PLoS_One_2011_Apr_28_6(4)_e18813	10.1371/journal.pone.0018813	1	
Genomics	PLoS_One_2011_May_10_6(5)_e19606	10.1371/journal.pone.0019606	3	
Genomics	PLoS_One-5-11-2994895	10.1371/journal.pone.0015092	2	
Genomics	PLoS_One_2011_Feb_9_6(2)_e16659	10.1371/journal.pone.0016659	3	
Genomics	PLoS_One_2010_Dec_14_5(12)_e15598	10.1371/journal.pone.0015598	3	
Genomics	PLoS_One_2010_Nov_1_5(11)_e13779	10.1371/journal.pone.0013779	4	
Genomics	PLoS_One_2010_Apr_21_5(4)_e10286	10.1371/journal.pone.0010286	3	
Genomics	PLoS_One_2011_Mar_3_6(3)_e17444	10.1371/journal.pone.0017444	4	
Genomics	PLoS_One_2010_Sep_2_5(9)_e12535	10.1371/journal.pone.0012535	3	
Genomics	PLoS_One_2011_Aug_25_6(8)_e24052	10.1371/journal.pone.0024052	1	
Genomics	PLoS_One_2011_Jun_27_6(6)_e21452	10.1371/journal.pone.0021452	3	
Genomics	PLoS_ONE_2007_Mar_7_2(3)_e272	10.1371/journal.pone.0000272	1	
Genomics	PLoS_One_2011_Feb_28_6(2)_e17002	10.1371/journal.pone.0017002	5	
Genomics	PLoS_ONE_2009_Apr_2_4(4)_e5137	10.1371/journal.pone.0005137	2	
Genomics	PLoS_One-5-5-2879425	10.1371/journal.pone.0010795	14	
Genomics	PLoS_ONE_2007_Dec_12_2(12)_e1293	10.1371/journal.pone.0001293	4	
Genomics	PLoS_ONE_2008_Jan_2_3(1)_e1385	10.1371/journal.pone.0001385	2	
Genomics	PLoS_One_2009_Oct_16_4(10)_e7453	10.1371/journal.pone.0007453	1	
Genomics	PLoS_One-5-6-2888580	10.1371/journal.pone.0011173	3	
Genomics	PLoS_One_2011_Jul_25_6(7)_e22677	10.1371/journal.pone.0022677	5	
Genomics	PLoS_ONE-3-1-2157487	10.1371/journal.pone.0001405	4	
Genomics	PLoS_One_2011_Aug_17_6(8)_e23585	10.1371/journal.pone.0023585	6	
Genomics	PLoS_One_2011_Jan_31_6(1)_e16327	10.1371/journal.pone.0016327	1	
Genomics	PLoS_One_2009_Sep_4_4(9)_e6904	10.1371/journal.pone.0006904	5	
Genomics	PLoS_One_2011_Jan_28_6(1)_e16219	10.1371/journal.pone.0016219	25	
Genomics	PLoS_One-4-9-2738950	10.1371/journal.pone.0007026	20	
Genomics	PLoS_One_2011_Mar_29_6(3)_e18126	10.1371/journal.pone.0018126	12	
Genomics	PLoS_One_2011_May_12_6(5)_e19832	10.1371/journal.pone.0019832	17	
Genomics	PLoS_One_2011_Apr_19_6(4)_e18348	10.1371/journal.pone.0018348	1	
Genomics	PLoS_One-5-7-2909915	10.1371/journal.pone.0011804	2	
Genomics	PLoS_One_2011_Jan_21_6(1)_e16449	10.1371/journal.pone.0016449	1	
Genomics	PLoS_One-5-11-2988793	10.1371/journal.pone.0014051	4	
Genomics	PLoS_ONE-2-8-1934932	10.1371/journal.pone.0000722	4	
Genomics	PLoS_One_2011_Jul_12_6(7)_e21967	10.1371/journal.pone.0021967	1	
Genomics	PLoS_One_2011_Apr_18_6(4)_e18800	10.1371/journal.pone.0018800	3	
Genomics	PLoS_One_2010_May_24_5(5)_e10789	10.1371/journal.pone.0010789	1	
Genomics	PLoS_ONE-3-12-2605249	10.1371/journal.pone.0004055	4	
Genomics	PLoS_ONE-4-2-2633613	10.1371/journal.pone.0004388	1	
Genomics	PLoS_One-5-11-2973949	10.1371/journal.pone.0013734	1	
Genomics	PLoS_One_2010_Jan_13_5(1)_e8219	10.1371/journal.pone.0008219	7	
Genomics	PLoS_One_2011_Apr_25_6(4)_e19040	10.1371/journal.pone.0019040	9	
Genomics	PLoS_One_2010_Apr_27_5(4)_e10309	10.1371/journal.pone.0010309	2	
Genomics	PLoS_One_2011_Mar_31_6(3)_e14792	10.1371/journal.pone.0014792	13	
Genomics	PLoS_One_2010_Feb_1_5(2)_e8975	10.1371/journal.pone.0008975	1	
Genomics	PLoS_One-5-1-2810331	10.1371/journal.pone.0008872	4	
Genomics	PLoS_One_2011_Apr_8_6(4)_e18637	10.1371/journal.pone.0018637	3	
Genomics	PLoS_One_2009_Nov_18_4(11)_e7900	10.1371/journal.pone.0007900	2	
Genomics	PLoS_One_2010_Mar_19_5(3)_e9758	10.1371/journal.pone.0009758	3	
Genomics	PLoS_One_2010_Nov_16_5(11)_e14005	10.1371/journal.pone.0014005	5	
Genomics	PLoS_One-5-10-2956653	10.1371/journal.pone.0013432	14	
Genomics	PLoS_ONE-3-10-2586343	10.1371/journal.pone.0003385	3	
Genomics	PLoS_One_2010_May_14_5(5)_e10603	10.1371/journal.pone.0010603	1	
Genomics	PLoS_One_2009_Nov_23_4(11)_e7958	10.1371/journal.pone.0007958	1	
Genomics	PLoS_One-4-9-2736619	10.1371/journal.pone.0006994	7	
Genomics	PLoS_One_2011_Aug_2_6(8)_e20988	10.1371/journal.pone.0020988	1	
Genomics	PLoS_One-5-6-2887843	10.1371/journal.pone.0011198	3	
Genomics	PLoS_One-5-12-3012691	10.1371/journal.pone.0014456	1	
Genomics	PLoS_One_2011_Jun_17_6(6)_e21242	10.1371/journal.pone.0021242	5	
Genomics	PLoS_One_2011_Apr_4_6(4)_e18400	10.1371/journal.pone.0018400	8	
Genomics	PLoS_One-6-1-3017556	10.1371/journal.pone.0016030	12	
Genomics	PLoS_One_2010_Aug_26_5(8)_e12253	10.1371/journal.pone.0012253	9	
Genomics	PLoS_ONE-3-6-2413010	10.1371/journal.pone.0002442	6	
Genomics	PLoS_One_2010_Oct_21_5(10)_e13378	10.1371/journal.pone.0013378	3	
Genomics	PLoS_ONE-3-4-2270905	10.1371/journal.pone.0001903	6	
Genomics	PLoS_ONE-4-2-2637978	10.1371/journal.pone.0004496	1	
Genomics	PLoS_One_2011_Mar_21_6(3)_e17911	10.1371/journal.pone.0017911	1	
Genomics	PLoS_One_2011_May_31_6(5)_e20527	10.1371/journal.pone.0020527	8	
Genomics	PLoS_One-5-12-2997067	10.1371/journal.pone.0014228	8	
Genomics	PLoS_One_2011_May_20_6(5)_e19400	10.1371/journal.pone.0019400	1	
Genomics	PLoS_One-4-9-2749210	10.1371/journal.pone.0007220	3	
Genomics	PLoS_One_2011_Mar_8_6(3)_e16079	10.1371/journal.pone.0016079	5	
Genomics	PLoS_ONE-3-6-2409155	10.1371/journal.pone.0002301	2	
Genomics	PLoS_One_2011_Jul_21_6(7)_e21879	10.1371/journal.pone.0021879	1	
Genomics	PLoS_One_2010_Jan_1_5(1)_e8541	10.1371/journal.pone.0008541	3	
Genomics	PLoS_One_2010_Jul_23_5(7)_e11748	10.1371/journal.pone.0011748	23	
Genomics	PLoS_One_2011_Jan_18_6(1)_e15766	10.1371/journal.pone.0015766	3	
Genomics	PLoS_One_2010_Dec_22_5(12)_e15693	10.1371/journal.pone.0015693	13	
Genomics	PLoS_One_2009_Aug_6_4(8)_e6536	10.1371/journal.pone.0006536	5	
Genomics	PLoS_ONE-3-4-2288678	10.1371/journal.pone.0001987	3	
Genomics	PLoS_One_2010_Feb_19_5(2)_e9327	10.1371/journal.pone.0009327	19	
Genomics	PLoS_ONE-2-5-1855990	10.1371/journal.pone.0000425	2	
Genomics	PLoS_ONE_2008_Jul_30_3(7)_e2816	18636124	2	
Genomics	PLoS_One_2011_Jan_28_6(1)_e16372	10.1371/journal.pone.0016372	3	
Genomics	PLoS_One_2011_Mar_25_6(3)_e18065	10.1371/journal.pone.0018065	4	
Genomics	PLoS_ONE-4-3-2653225	10.1371/journal.pone.0004808	1	
Genomics	PLoS_One_2010_Nov_8_5(11)_e15383	10.1371/journal.pone.0015383	2	
Genomics	PLoS_One-5-1-2808342	10.1371/journal.pone.0008782	3	
Genomics	PLoS_One-5-9-2948016	10.1371/journal.pone.0013038	7	
Genomics	PLoS_One_2011_May_4_6(5)_e19582	10.1371/journal.pone.0019582	6	
Genomics	PLoS_ONE_2009_Jun_15_4(6)_e5912	10.1371/journal.pone.0005912	5	
Genomics	PLoS_One-5-7-2903489	10.1371/journal.pone.0011564	2	
Genomics	PLoS_One_2011_Aug_24_6(8)_e23491	10.1371/journal.pone.0023491	6	
Genomics	PLoS_One-4-9-2739294	10.1371/journal.pone.0007055	2	
Genomics	PLoS_One_2010_Apr_22_5(4)_e10302	10.1371/journal.pone.0010302	1	
Genomics	PLoS_One-5-5-2868029	10.1371/journal.pone.0010565	6	
Genomics	PLoS_One_2011_Apr_25_6(4)_e18487	10.1371/journal.pone.0018487	11	
Genomics	PLoS_One_2011_Mar_23_6(3)_e17154	10.1371/journal.pone.0017154	3	
Genomics	PLoS_One_2011_Mar_18_6(3)_e17788	10.1371/journal.pone.0017788	11	
Genomics	PLoS_ONE-2-12-2147049	18159241	46	
Genomics	PLoS_One-4-8-2721413	10.1371/journal.pone.0006652	3	
Genomics	PLoS_One_2010_Jan_28_5(1)_e8942	10.1371/journal.pone.0008942	2	
Genomics	PLoS_ONE-4-4-2663813	10.1371/journal.pone.0005168	2	
Genomics	PLoS_One_2011_Jun_28_6(6)_e21672	10.1371/journal.pone.0021672	1	
Genomics	PLoS_ONE_2009_Mar_2_4(3)_e4665	10.1371/journal.pone.0004665	5	
Genomics	PLoS_One_2011_Aug_24_6(8)_e23925	10.1371/journal.pone.0023925	1	
Genomics	PLoS_ONE-2-5-1871610	10.1371/journal.pone.0000490	2	
Genomics	PLoS_One_2011_Jan_20_6(1)_e14541	10.1371/journal.pone.0014541	0	
Genomics	PLoS_One_2011_Jan_31_6(1)_e16227	10.1371/journal.pone.0016227	3	
Genomics	PLoS_One_2011_Feb_4_6(2)_e16759	10.1371/journal.pone.0016759	24	
Genomics	PLoS_One-5-1-2797640	10.1371/journal.pone.0008599	4	
Genomics	PLoS_One-5-12-3003683	10.1371/journal.pone.0014369	2	
Genomics	PLoS_ONE-3-7-2441830	10.1371/journal.pone.0002670	3	
Genomics	PLoS_ONE-3-12-2596487	10.1371/journal.pone.0003916	4	
Genomics	PLoS_ONE_2009_Apr_23_4(4)_e5302	10.1371/journal.pone.0005302	1	
Genomics	PLoS_ONE_2008_Oct_14_3(10)_e3395	10.1371/journal.pone.0003395	1	
Genomics	PLoS_One-4-9-2737627	10.1371/journal.pone.0007016	2	
Genomics	PLoS_One_2011_Jul_27_6(7)_e22381	10.1371/journal.pone.0022381	1	
Genomics	PLoS_ONE_2007_Dec_26_2(12)_e1329	10.1371/journal.pone.0001329	38	
Genomics	PLoS_One_2011_Jan_28_6(1)_e16330	10.1371/journal.pone.0016330	4	
Genomics	PLoS_ONE_2009_Apr_2_4(4)_e5141	10.1371/journal.pone.0005141	14	
Genomics	PLoS_One_2011_Jun_23_6(6)_e21369	10.1371/journal.pone.0021369	3	
Genomics	PLoS_ONE-3-9-2527525	10.1371/journal.pone.0003185	6	
Genomics	PLoS_One-4-8-2729378	10.1371/journal.pone.0006796	2	
Genomics	PLoS_ONE-2-10-1994585	10.1371/journal.pone.0000997	3	
Genomics	PLoS_ONE_2008_Mar_12_3(3)_e1757	10.1371/journal.pone.0001757	3	
Genomics	PLoS_One_2011_Jan_18_6(1)_e15731	10.1371/journal.pone.0015731	8	
Genomics	PLoS_ONE_2008_Dec_17_3(12)_e3961	10.1371/journal.pone.0003961	1	
Genomics	PLoS_ONE-3-2-2237899	18286195	3	
Genomics	PLoS_One_2010_Nov_30_5(11)_e14173	10.1371/journal.pone.0014173	1	
Genomics	PLoS_ONE-2-5-1868778	10.1371/journal.pone.0000481	1	
Genomics	PLoS_ONE-3-7-2481287	10.1371/journal.pone.0002655	11	
Genomics	PLoS_One_2011_Jun_29_6(6)_e20816	10.1371/journal.pone.0020816	0	
Genomics	PLoS_One_2011_Jun_27_6(6)_e21581	10.1371/journal.pone.0021581	9	
Genomics	PLoS_ONE_2008_Mar_12_3(3)_e1752	10.1371/journal.pone.0001752	4	
Genomics	PLoS_One_2011_Jan_13_6(1)_e14511	10.1371/journal.pone.0014511	1	
Genomics	PLoS_One-5-7-2908550	10.1371/journal.pone.0011690	1	
Genomics	PLoS_One_2010_Jan_8_5(1)_e8529	10.1371/journal.pone.0008529	2	
Genomics	PLoS_One_2011_Jan_27_6(1)_e16493	10.1371/journal.pone.0016493	3	
Genomics	PLoS_ONE_2007_Sep_26_2(9)_e955	17895995	10	
Genomics	PLoS_One_2010_Nov_30_5(11)_e15074	10.1371/journal.pone.0015074	1	
Genomics	PLoS_One_2010_Feb_10_5(2)_e9148	10.1371/journal.pone.0009148	6	
Genomics	PLoS_One_2009_Dec_9_4(12)_e8183	10.1371/journal.pone.0008183	4	
Genomics	PLoS_ONE_2008_Dec_15_3(12)_e3911	19081792	1	
Genomics	PLoS_One-5-11-2981522	10.1371/journal.pone.0013967	2	
Genomics	PLoS_ONE_2009_Apr_22_4(4)_e5236	10.1371/journal.pone.0005236	1	
Genomics	PLoS_One_2009_Aug_18_4(8)_e6558	10.1371/journal.pone.0006558	3	
Genomics	PLoS_One-5-5-2877082	10.1371/journal.pone.0010827	1	
Genomics	PLoS_One_2011_Jan_31_6(1)_e14636	10.1371/journal.pone.0014636	3	
Genomics	PLoS_One-4-7-2705801	10.1371/journal.pone.0006289	2	
Genomics	PLoS_One_2011_Jan_19_6(1)_e14560	10.1371/journal.pone.0014560	3	
Genomics	PLoS_One_2011_Jul_15_6(7)_e22216	10.1371/journal.pone.0022216	4	
Genomics	PLoS_One_2009_Oct_27_4(10)_e7571	10.1371/journal.pone.0007571	2	
Genomics	PLoS_One_2010_Jun_9_5(6)_e11034	10.1371/journal.pone.0011034	7	
Genomics	PLoS_ONE_2009_Jan_21_4(1)_e4239	19156201	8	
Genomics	PLoS_One-5-6-2887363	10.1371/journal.pone.0011166	2	
Genomics	PLoS_ONE-3-12-2605262	10.1371/journal.pone.0004083	11	
Genomics	PLoS_One_2010_Apr_13_5(4)_e10157	10.1371/journal.pone.0010157	3	
Genomics	PLoS_One_2010_Sep_23_5(9)_e12961	10.1371/journal.pone.0012961	1	
Genomics	PLoS_One_2011_Mar_28_6(3)_e18089	10.1371/journal.pone.0018089	4	
Genomics	PLoS_One_2011_Jun_15_6(6)_e20698	10.1371/journal.pone.0020698	2	
Genomics	PLoS_ONE_2008_Jun_4_3(6)_e2264	10.1371/journal.pone.0002264	4	
Genomics	PLoS_ONE-3-9-2527527	10.1371/journal.pone.0003197	14	
Genomics	PLoS_One_2011_Feb_16_6(2)_e16044	10.1371/journal.pone.0016044	0	
Genomics	PLoS_One_2011_Aug_17_6(8)_e23756	10.1371/journal.pone.0023756	1	
Genomics	PLoS_One_2011_Apr_8_6(4)_e18480	10.1371/journal.pone.0018480	2	
Genomics	PLoS_One_2010_Sep_2_5(9)_e12540	10.1371/journal.pone.0012540	2	
Genomics	PLoS_One_2011_Jun_17_6(6)_e19995	10.1371/journal.pone.0019995	2	
Genomics	PLoS_One_2011_Jul_21_6(7)_e22313	10.1371/journal.pone.0022313	1	
Genomics	PLoS_One_2010_Aug_26_5(8)_e12307	10.1371/journal.pone.0012307	2	
Genomics	PLoS_One_2010_Oct_20_5(10)_e13515	10.1371/journal.pone.0013515	4	
Genomics	PLoS_ONE-2-11-2077931	10.1371/journal.pone.0001236	2	
Genomics	PLoS_One_2011_Feb_28_6(2)_e17368	10.1371/journal.pone.0017368	5	
Genomics	PLoS_One_2011_Mar_29_6(3)_e15669	10.1371/journal.pone.0015669	3	
Genomics	PLoS_One-4-11-2771914	10.1371/journal.pone.0007809	2	
