subject	species	count
Genomics	Bigelowiella natans	2.000000
Genomics	Big-eared woolly bats	2.000000
Genomics	Bifidobacterium longum	2.000000
Genomics	Bifidobacterium bifidum	2.000000
Genomics	Bifidobacterium adolescentis	2.000000
Genomics	Bay scallops	2.000000
Genomics	Badgers	2.000000
Genomics	Bactrocera oleae	2.000000
Genomics	Bactrian camel	2.000000
Genomics	Bacillus sphaericus	2.000000
Genomics	Bacillus amyloliquefaciens	2.000000
Genomics	B. xenovorans	2.000000
Genomics	B. vulgatus	2.000000
Genomics	B. thailandensis	2.000000
Genomics	B. suis	2.000000
Genomics	B. stearothermophilus	2.000000
Genomics	B. pseudomycoides	2.000000
Genomics	B. multivorans	2.000000
Genomics	B. henselae	2.000000
Genomics	B. gaurus	2.000000
Genomics	Aspergillus terreus	2.000000
Genomics	Arthrobacter aurescens	2.000000
Genomics	Arcobacter skirrowii	2.000000
Genomics	Arcobacter cryaerophilus	2.000000
Genomics	Araneus ventricosus	2.000000
Genomics	Aquilegia coerulea	2.000000
Genomics	Anopheles sinensis	2.000000
Genomics	Anopheles albimanus	2.000000
Genomics	Anaeromyxobacter dehalogenans	2.000000
Genomics	Alternaria alternata	2.000000
Genomics	Alexandrium minutum	2.000000
Genomics	Alexandrium fundyense	2.000000
Genomics	Alcaligenes xylosoxidans	2.000000
Genomics	Agrobacterium radiobacter	2.000000
Genomics	Aegilops tauschii	2.000000
Genomics	Actinomyces odontolyticus	2.000000
Genomics	Actinobacillus pleuropneumoniae	2.000000
Genomics	A. suecica	2.000000
Genomics	A. sativa	2.000000
Genomics	A. pernyi	2.000000
Genomics	A. nitrofigilis	2.000000
Genomics	A. nicotianae	2.000000
Genomics	A. gossypii	2.000000
Genomics	A. flavus	2.000000
Genomics	A. catenella	2.000000
Genomics	A. aphrophilus	2.000000
Genomics	wrinkled Frogs	1.000000
Genomics	white-tailed deers	1.000000
Genomics	white shrimp	1.000000
Genomics	white kingfishs	1.000000
Genomics	white bass	1.000000
Genomics	unique scale	1.000000
Genomics	tree Runner	1.000000
Genomics	tasmanian wolf	1.000000
Genomics	tana lungfish	1.000000
Genomics	sweethead frys	1.000000
Genomics	sunda Flying Lemur	1.000000
Genomics	spotted Seals	1.000000
Genomics	speckled Teal	1.000000
Genomics	snow leopard	1.000000
Genomics	smooth-coated Otter	1.000000
Genomics	shepherd fish	1.000000
Genomics	shark eye	1.000000
Genomics	scimitar-horned oryx	1.000000
Genomics	ruppels bonito	1.000000
Genomics	rice grass	1.000000
Genomics	redmouth grunts	1.000000
Genomics	red abalone	1.000000
Genomics	purple sea urchin	1.000000
Genomics	porgys	1.000000
Genomics	plainfin frogfish	1.000000
Genomics	parnells mustached bats	1.000000
Genomics	oriental bonitos	1.000000
Genomics	ords kangaroo rats	1.000000
Genomics	orange mussel scales	1.000000
Genomics	old switch panic grass	1.000000
Genomics	ocean quahogs	1.000000
Genomics	northern red-backed voles	1.000000
Genomics	narwhals	1.000000
Genomics	muskbeaver	1.000000
Genomics	muriqui	1.000000
Genomics	mouse-eared bat	1.000000
Genomics	mooses	1.000000
Genomics	montagus Harrier	1.000000
Genomics	menominees	1.000000
Genomics	matanzas rivulus	1.000000
Genomics	markhors	1.000000
Genomics	mandrill	1.000000
Genomics	madanga	1.000000
Genomics	lumpfishs	1.000000
Genomics	lookups	1.000000
Genomics	long-fingered bats	1.000000
Genomics	little big-eared bats	1.000000
Genomics	lightspot corydoras	1.000000
Genomics	japanese salmon	1.000000
Genomics	hermissenda	1.000000
Genomics	hawaiian bristletooth	1.000000
Genomics	hanuman langurs	1.000000
Genomics	green Turtle	1.000000
Genomics	golden orfes	1.000000
Genomics	giant leatherskins	1.000000
Genomics	german cockroach	1.000000
Genomics	gadwall	1.000000
Genomics	gadfly fish	1.000000
Genomics	frilled dogwinkles	1.000000
Genomics	flat porcelain crabs	1.000000
Genomics	feraaus cavallas	1.000000
Genomics	diverse scales	1.000000
Genomics	deep-bodied tunny	1.000000
Genomics	dark Honey Fungus	1.000000
Genomics	dalls sheep	1.000000
Genomics	common dolphin fish	1.000000
Genomics	common Quails	1.000000
Genomics	chinese water deer	1.000000
Genomics	chia	1.000000
Genomics	central American squirrel monkeys	1.000000
Genomics	carrageen	1.000000
Genomics	caribbean spiny lobsters	1.000000
Genomics	capensis	1.000000
Genomics	california black-legged tick	1.000000
Genomics	bubu	1.000000
Genomics	brown mouse lemur	1.000000
Genomics	brown Bears	1.000000
Genomics	britt	1.000000
Genomics	bowhead whales	1.000000
Genomics	bony tongues	1.000000
Genomics	bluemouth rockfishs	1.000000
Genomics	blue wildebeest	1.000000
Genomics	bloodfluke planorb	1.000000
Genomics	blacktails	1.000000
Genomics	blacknose sharks	1.000000
Genomics	bengal tiger	1.000000
Genomics	beluga	1.000000
Genomics	bed bug	1.000000
Genomics	bars	1.000000
Genomics	baikal Seal	1.000000
Genomics	atlantic gray seals	1.000000
Genomics	atlantic White-sided Dolphins	1.000000
Genomics	asian Black Bear	1.000000
Genomics	alligator, Gator, American alligator, Florida alligator, Mississippi alligator, Louisiana alligator.	1.000000
Genomics	albino walking fishs	1.000000
Genomics	african mouthbrooder	1.000000
Genomics	Zymomonas mobilis	1.000000
Genomics	Zieges	1.000000
Genomics	Z. noltii	1.000000
Genomics	Z. leucophrys gambelii	1.000000
Genomics	Z. bisporus	1.000000
Genomics	Yellowtail Hamlets	1.000000
Genomics	Yellowfin Tuna	1.000000
Genomics	Yellow-billed Pintail	1.000000
Genomics	Xanthomonas melonis	1.000000
Genomics	Xanthomonas bromi	1.000000
Genomics	Xanthobacter autotrophicus	1.000000
Genomics	X. virginica	1.000000
Genomics	X. vesicatoria	1.000000
Genomics	X. vasicola	1.000000
Genomics	X. pisi	1.000000
Genomics	X. maltophilia	1.000000
Genomics	X. intermedia	1.000000
Genomics	X. fragariae	1.000000
Genomics	X. euvesicatoria	1.000000
Genomics	Wuchereria bancrofti	1.000000
Genomics	Waddlia chondrophila	1.000000
Genomics	W. persica	1.000000
Genomics	Vouacapoua americana	1.000000
Genomics	Vitis riparia	1.000000
Genomics	Vitis amurensis	1.000000
Genomics	Vigna radiata	1.000000
Genomics	Vigna angularis	1.000000
Genomics	Vicuna	1.000000
Genomics	Vibrio tasmaniensis	1.000000
Genomics	Vibrio nigripulchritudo	1.000000
Genomics	Verticillium albo-atrum	1.000000
Genomics	Veillonella ratti	1.000000
Genomics	Vanderwaltozyma polyspora	1.000000
Genomics	V. unguiculata	1.000000
Genomics	V. tapetis	1.000000
Genomics	V. splendidus	1.000000
Genomics	V. labruscana	1.000000
Genomics	V. ichthyoenteri	1.000000
Genomics	V. eucnemidarum	1.000000
Genomics	V. criceti	1.000000
Genomics	V. caviae	1.000000
Genomics	V. alginolyticus	1.000000
Genomics	V. aestuarianus	1.000000
Genomics	Ustilago scitaminea	1.000000
Genomics	Ureaplasma parvum	1.000000
Genomics	Uranoscodon superciliosus	1.000000
Genomics	Ulva intestinalis	1.000000
Genomics	Uloborus diversus	1.000000
Genomics	U. thibetanus ussuricus	1.000000
Genomics	U. thibetanus mupinensis	1.000000
Genomics	U. reesii	1.000000
Genomics	U. prolifera	1.000000
Genomics	U. panicoides	1.000000
Genomics	U. linza	1.000000
Genomics	U. lactuca	1.000000
Genomics	U. flaviceps	1.000000
Genomics	U. dioica	1.000000
Genomics	U. compressa	1.000000
Genomics	Typha latifolia	1.000000
Genomics	Turnagra capensis	1.000000
Genomics	Tuber melanosporum	1.000000
Genomics	Tropidurus spinulosus	1.000000
Genomics	Tropidurus semitaeniatus	1.000000
Genomics	Tropidurus mucujensis	1.000000
Genomics	Tropidurus guarani	1.000000
Genomics	Tropical dog tick	1.000000
Genomics	Triticum urartu	1.000000
Genomics	Triticum turgidum	1.000000
Genomics	Triticum dicoccoides	1.000000
Genomics	Triptolemma intextum	1.000000
Genomics	Trifolium repens	1.000000
Genomics	Tremarctos ornatus	1.000000
Genomics	Torulopsis glabrata	1.000000
Genomics	Thumbless bats	1.000000
Genomics	Thrombus abyssi	1.000000
Genomics	Thlaspiceras oxyceras	1.000000
Genomics	Thiomicrospira crunogena	1.000000
Genomics	Thermoanaerobacter tengcongensis	1.000000
Genomics	Theonella swinhoei	1.000000
Genomics	Theobroma cacao	1.000000
Genomics	Thenea levis	1.000000
Genomics	Thaumastoderma ramuliferum	1.000000
Genomics	Thauera aromatica	1.000000
Genomics	Thalassiosira weissflogii	1.000000
Genomics	Tetranchyroderma thysanophorum	1.000000
Genomics	Tetranchyroderma esarabdophorum	1.000000
Genomics	Tetranchyroderma cirrophorum	1.000000
Genomics	Tetragnatha versicolor	1.000000
Genomics	Taxus mairei	1.000000
Genomics	Taxus cuspidata	1.000000
Genomics	Tammar Wallaby	1.000000
Genomics	Takin	1.000000
Genomics	T. vulpecula	1.000000
Genomics	T. volcanium	1.000000
Genomics	T. valdiviae	1.000000
Genomics	T. tridentatus	1.000000
Genomics	T. syrichta	1.000000
Genomics	T. swinderianus	1.000000
Genomics	T. superba	1.000000
Genomics	T. quadritentaculatum	1.000000
Genomics	T. putris	1.000000
Genomics	T. pendens	1.000000
Genomics	T. papii	1.000000
Genomics	T. pachysomum	1.000000
Genomics	T. orientalis	1.000000
Genomics	T. oreadicus	1.000000
Genomics	T. neutrophilus	1.000000
Genomics	T. miscellus	1.000000
Genomics	T. mirus	1.000000
Genomics	T. melanopogon	1.000000
Genomics	T. mathranii	1.000000
Genomics	T. kodakarensis	1.000000
Genomics	T. kauaiensis	1.000000
Genomics	T. itambere	1.000000
Genomics	T. ethanolicus	1.000000
Genomics	T. dactyloides	1.000000
Genomics	T. carboxydivorans	1.000000
Genomics	T. canis	1.000000
Genomics	T. canadensis	1.000000
Genomics	T. brockii	1.000000
Genomics	Synechococcus elongatus	1.000000
Genomics	Sympycnus du	1.000000
Genomics	Sulfurospirillum deleyianum	1.000000
Genomics	Sulfurococcus yellowstonensis	1.000000
Genomics	Sulfurimonas denitrificans	1.000000
Genomics	Sulfurihydrogenibium yellowstonense	1.000000
Genomics	Sturnira lilium	1.000000
Genomics	Stryphnus mucronatus	1.000000
Genomics	Striped catfish	1.000000
Genomics	Striga hermonthica	1.000000
Genomics	Streptomyces sioyaensis	1.000000
Genomics	Streptomyces plicatus	1.000000
Genomics	Streptomyces griseolus	1.000000
Genomics	Streptococcus lutetiensis	1.000000
Genomics	Streptococcus cristatus	1.000000
Genomics	Stomoxys calcitrans	1.000000
Genomics	Stizostedion vitreum	1.000000
Genomics	Stigeoclonium helveticum	1.000000
Genomics	Stephanolepis auratus	1.000000
Genomics	Stelletta toxiastra	1.000000
Genomics	Stelletta normani	1.000000
Genomics	Stelletta dorsigera	1.000000
Genomics	Staphylothermus marinus	1.000000
Genomics	Staphylococcus warneri	1.000000
Genomics	Staphylococcus simulans	1.000000
Genomics	Staphylococcus lugdunensis	1.000000
Genomics	Stackebrandtia nassauensis	1.000000
Genomics	Sri Lanka Junglefowl	1.000000
Genomics	Spotted gar	1.000000
Genomics	Spotted Hyena	1.000000
Genomics	Sporobolomyces roseus	1.000000
Genomics	Spodoptera littoralis	1.000000
Genomics	Spiroplasma apis	1.000000
Genomics	Spio setosa	1.000000
Genomics	Spinacia oleracea	1.000000
Genomics	Spikefish	1.000000
Genomics	Sphingopyxis alaskensis	1.000000
Genomics	Sphingomonas paucimobilis	1.000000
Genomics	Sphaerotheca pannosa	1.000000
Genomics	Spermophilus tridecemlineatus	1.000000
Genomics	Sperm Whale	1.000000
Genomics	Spectral tarsiers	1.000000
Genomics	Sorghum propinquum	1.000000
Genomics	Solenopsis saevissima	1.000000
Genomics	Solenopsis megergates	1.000000
Genomics	Solenopsis macdonaghi	1.000000
Genomics	Solenopsis amblychila	1.000000
Genomics	Solanum stenotomum	1.000000
Genomics	Smallmouth bass	1.000000
Genomics	Sitobion avenae	1.000000
Genomics	Singapore dalags	1.000000
Genomics	Simkania negevensis	1.000000
Genomics	Silky short-tailed bats	1.000000
Genomics	Silene latifolia	1.000000
Genomics	Silene dioica	1.000000
Genomics	Shewanella putrefaciens	1.000000
Genomics	Shewanella baltica	1.000000
Genomics	Shewanella amazonensis	1.000000
Genomics	Sharptooth catfishs	1.000000
Genomics	Serratia fonticola	1.000000
Genomics	Septoria tritici	1.000000
Genomics	Semibalanus balanoides	1.000000
Genomics	Selenomonas flueggei	1.000000
Genomics	Seincus (Diploglossus) de	1.000000
Genomics	Sebastes aleutianus	1.000000
Genomics	Sebas short-tailed bats	1.000000
Genomics	Scyliorhinus canicula	1.000000
Genomics	Scaptodrosophila lebanonensis	1.000000
Genomics	Sambucus nigra	1.000000
Genomics	Sambar	1.000000
Genomics	Salmonella paratyphi	1.000000
Genomics	Salmonella enteritidis	1.000000
Genomics	Salmon trouts	1.000000
Genomics	Salema	1.000000
Genomics	S. xylosus	1.000000
Genomics	S. xyloni	1.000000
Genomics	S. wittichii	1.000000
Genomics	S. virginiae	1.000000
Genomics	S. trutta	1.000000
Genomics	S. thermoviolaceus	1.000000
Genomics	S. sciuri	1.000000
Genomics	S. ruber	1.000000
Genomics	S. roseosporus	1.000000
Genomics	S. quinquecuspis	1.000000
Genomics	S. pusillignis	1.000000
Genomics	S. punctatus	1.000000
Genomics	S. pseudopneumoniae	1.000000
Genomics	S. poulsonii	1.000000
Genomics	S. pomeroyi	1.000000
Genomics	S. pipiens	1.000000
Genomics	S. peruvianum	1.000000
Genomics	S. parasanguinis	1.000000
Genomics	S. papita	1.000000
Genomics	S. merriami	1.000000
Genomics	S. melliferum	1.000000
Genomics	S. maximus	1.000000
Genomics	S. luteogriseus	1.000000
Genomics	S. longisporoflavus	1.000000
Genomics	S. levispira	1.000000
Genomics	S. lactea	1.000000
Genomics	S. kowalevskii	1.000000
Genomics	S. junonia	1.000000
Genomics	S. intermedius	1.000000
Genomics	S. infantis	1.000000
Genomics	S. hominis	1.000000
Genomics	S. habrochaites	1.000000
Genomics	S. grubii	1.000000
Genomics	S. griseus	1.000000
Genomics	S. grandicornis	1.000000
Genomics	S. gracilis	1.000000
Genomics	S. gairdneri	1.000000
Genomics	S. fumaroxidans	1.000000
Genomics	S. filipinensis	1.000000
Genomics	S. enterica enterica	1.000000
Genomics	S. discus	1.000000
Genomics	S. cynthia	1.000000
Genomics	S. cynipsea	1.000000
Genomics	S. costatum	1.000000
Genomics	S. commune	1.000000
Genomics	S. clavuligerus	1.000000
Genomics	S. clarella	1.000000
Genomics	S. caseolyticus	1.000000
Genomics	S. cantharus	1.000000
Genomics	S. bullata	1.000000
Genomics	S. bulbocastanum	1.000000
Genomics	S. bovis	1.000000
Genomics	S. bongori	1.000000
Genomics	S. beldingi	1.000000
Genomics	S. avermitilis	1.000000
Genomics	S. aureus aureus	1.000000
Genomics	S. aurantiaca	1.000000
Genomics	S. arlettae	1.000000
Genomics	S. arenicola	1.000000
Genomics	S. agrili	1.000000
Genomics	S. aggregata	1.000000
Genomics	Ruminococcus albus	1.000000
Genomics	Ruddy Ducks	1.000000
Genomics	Royal basas	1.000000
Genomics	Rowis	1.000000
Genomics	Rough periwinkles	1.000000
Genomics	Rissos Dolphins	1.000000
Genomics	Rickettsia peacockii	1.000000
Genomics	Ricketts big-footed bats	1.000000
Genomics	Rhodoferax ferrireducens	1.000000
Genomics	Rhodococcus jostii	1.000000
Genomics	Rhodobacter capsulatus	1.000000
Genomics	Rhizobium tropici	1.000000
Genomics	Rhizobium trifolii	1.000000
Genomics	Rhizobium meliloti	1.000000
Genomics	Rhizobium etli	1.000000
Genomics	Rhinolophus pearsoni	1.000000
Genomics	Rhinolophus ferrumequinum	1.000000
Genomics	Rhetinantha monacensis	1.000000
Genomics	Redear herrings	1.000000
Genomics	Red-chested mustached tamarin	1.000000
Genomics	Red-breasted Merganser	1.000000
Genomics	Red squirrels	1.000000
Genomics	Red snappers	1.000000
Genomics	Red Panda	1.000000
Genomics	R. rupicapra	1.000000
Genomics	R. reniformis	1.000000
Genomics	R. opacus	1.000000
Genomics	R. nigricans	1.000000
Genomics	R. microsporus	1.000000
Genomics	R. mangle	1.000000
Genomics	R. leguminosarum	1.000000
Genomics	R. esculenta	1.000000
Genomics	R. denitrificans	1.000000
Genomics	R. africae	1.000000
Genomics	Q. robur	1.000000
Genomics	Q. petraea	1.000000
Genomics	Pyrococcus horikoshii	1.000000
Genomics	Pyrobaculum arsenaticum	1.000000
Genomics	Pyrenophora graminea	1.000000
Genomics	Pyramimonas parkeae	1.000000
Genomics	Pullularia pullulans	1.000000
Genomics	Ptychostomella mediterranea	1.000000
Genomics	Pseudostomella etrusca	1.000000
Genomics	Pseudomonas savastanoi	1.000000
Genomics	Pseudomonas luteola	1.000000
Genomics	Pseudomonas fragi	1.000000
Genomics	Pseudomonas chlororaphis	1.000000
Genomics	Pseudobutyrivibrio ruminis	1.000000
Genomics	Protopterus aethiopicus	1.000000
Genomics	Prorocentrum lima	1.000000
Genomics	Prevotella ruminicola	1.000000
Genomics	Prevotella oris	1.000000
Genomics	Prevotella intermedia	1.000000
Genomics	Pout whitings	1.000000
Genomics	Porites compressa	1.000000
Genomics	Polypterus senegalus	1.000000
Genomics	Polydora ciliata	1.000000
Genomics	Polaribacter irgensii	1.000000
Genomics	Polarella glacialis	1.000000
Genomics	Poecillastra rudiastra	1.000000
Genomics	Poecillastra compressa	1.000000
Genomics	Poecillastra amygdaloides	1.000000
Genomics	Poa palustris	1.000000
Genomics	Poa chaixii	1.000000
Genomics	Pneumocystis carinii	1.000000
Genomics	Plutodes costatus	1.000000
Genomics	Plodia interpunctella	1.000000
Genomics	Plesiomonas shigelloides	1.000000
Genomics	Planctomyces maris	1.000000
Genomics	Pistia stratiotes	1.000000
Genomics	Piramutaba	1.000000
Genomics	Pinus tabuliformis	1.000000
Genomics	Pinus radiata	1.000000
Genomics	Pinus pinea	1.000000
Genomics	Pinus lambertiana	1.000000
Genomics	Pinus glabra	1.000000
Genomics	Pinus elliottii	1.000000
Genomics	Pinus banksiana	1.000000
Genomics	Pink River Dolphins	1.000000
Genomics	Pimephales promelas	1.000000
Genomics	Pilotfish	1.000000
Genomics	Pieris brassicae	1.000000
Genomics	Pichia guilliermondii	1.000000
Genomics	Picea rubens	1.000000
Genomics	Physeter catodon	1.000000
Genomics	Photobacterium profundum	1.000000
Genomics	Photobacterium damselae	1.000000
Genomics	Phormia regina	1.000000
Genomics	Phoma zantedeschiae	1.000000
Genomics	Phoma epicoccina	1.000000
Genomics	Philesturnus carunculatus	1.000000
Genomics	Phaseolus coccineus	1.000000
Genomics	Petrotoga mobilis	1.000000
Genomics	Peripatus heloisae	1.000000
Genomics	Peptostreptococcus anaerobius	1.000000
Genomics	Penicillium notatum	1.000000
Genomics	Penicillium nalgiovense	1.000000
Genomics	Penicillium mononematosum	1.000000
Genomics	Penares helleri	1.000000
Genomics	Penaeus monodon	1.000000
Genomics	Pelobacter carbinolicus	1.000000
Genomics	Pearl roach	1.000000
Genomics	Patis	1.000000
Genomics	Paraechinus micropus	1.000000
Genomics	Paraechinus aethiopicus	1.000000
Genomics	Parachlamydia acanthamoebae	1.000000
Genomics	Parachanna obscura	1.000000
Genomics	Parabacteroides distasonis	1.000000
Genomics	Panthera tigris virgata	1.000000
Genomics	Panthera tigris amoyensis	1.000000
Genomics	Panamic porkfishs	1.000000
Genomics	Pacific sturgeons	1.000000
Genomics	Pachastrella abyssi	1.000000
Genomics	P. zelicaon	1.000000
Genomics	P. xylanivorans	1.000000
Genomics	P. wasabiae	1.000000
Genomics	P. vulgaris	1.000000
Genomics	P. vitulina	1.000000
Genomics	P. tristis	1.000000
Genomics	P. trifoliata	1.000000
Genomics	P. trichosuri	1.000000
Genomics	P. tremula	1.000000
Genomics	P. torquis	1.000000
Genomics	P. tigris altaica	1.000000
Genomics	P. thoenii	1.000000
Genomics	P. strobus	1.000000
Genomics	P. saxicola	1.000000
Genomics	P. rufomitratus	1.000000
Genomics	P. resinosa	1.000000
Genomics	P. porphyrias	1.000000
Genomics	P. pneumotropica	1.000000
Genomics	P. placenta	1.000000
Genomics	P. piscicida	1.000000
Genomics	P. personatus	1.000000
Genomics	P. persistens	1.000000
Genomics	P. parvulus	1.000000
Genomics	P. parvimensis	1.000000
Genomics	P. parasitica	1.000000
Genomics	P. papatasi	1.000000
Genomics	P. pacifica	1.000000
Genomics	P. ostreatus	1.000000
Genomics	P. nise	1.000000
Genomics	P. naphthalenivorans	1.000000
Genomics	P. nana	1.000000
Genomics	P. molurus	1.000000
Genomics	P. minor	1.000000
Genomics	P. micros	1.000000
Genomics	P. micans	1.000000
Genomics	P. melaninogenica	1.000000
Genomics	P. marneffei	1.000000
Genomics	P. mali	1.000000
Genomics	P. lunula	1.000000
Genomics	P. lobata	1.000000
Genomics	P. limnophilus	1.000000
Genomics	P. larvae	1.000000
Genomics	P. humanus humanus	1.000000
Genomics	P. humanus capitis	1.000000
Genomics	P. hookeri	1.000000
Genomics	P. haloplanktis	1.000000
Genomics	P. granulata	1.000000
Genomics	P. gossypiella	1.000000
Genomics	P. flavigenum	1.000000
Genomics	P. flava	1.000000
Genomics	P. enysii	1.000000
Genomics	P. dipodomyis	1.000000
Genomics	P. dido	1.000000
Genomics	P. denticola	1.000000
Genomics	P. cornuta	1.000000
Genomics	P. contorta	1.000000
Genomics	P. chromatophora	1.000000
Genomics	P. catoniae	1.000000
Genomics	P. capsici	1.000000
Genomics	P. c	1.000000
Genomics	P. badii	1.000000
Genomics	P. aureofaciens	1.000000
Genomics	P. asteris	1.000000
Genomics	P. ananatis	1.000000
Genomics	P. amoebophila	1.000000
Genomics	P. alpina	1.000000
Genomics	P. alcaligenes	1.000000
Genomics	P. alba	1.000000
Genomics	P. aerophilum	1.000000
Genomics	P. acidipropionici	1.000000
Genomics	Ovis vignei	1.000000
Genomics	Ostrichs	1.000000
Genomics	Ostreopsis siamensis	1.000000
Genomics	Ostreopsis ovata	1.000000
Genomics	Oryza glaberrima	1.000000
Genomics	Orientia tsutsugamushi	1.000000
Genomics	Oriental river prawn	1.000000
Genomics	Orgyia antiqua	1.000000
Genomics	Orange Peel Fungus	1.000000
Genomics	Ophiocephalus micropeltes	1.000000
Genomics	Oltmannsiellopsis viridis	1.000000
Genomics	Oldfield mouse	1.000000
Genomics	Oceanic scale	1.000000
Genomics	O. virginianus clavium	1.000000
Genomics	O. thyellina	1.000000
Genomics	O. terrae	1.000000
Genomics	O. tentaculatus	1.000000
Genomics	O. sinensis	1.000000
Genomics	O. scapulalis	1.000000
Genomics	O. orthodesma	1.000000
Genomics	O. oeni	1.000000
Genomics	O. moschatus	1.000000
Genomics	O. luteolata	1.000000
Genomics	O. diplogramma	1.000000
Genomics	O. dioica	1.000000
Genomics	O. cardiacum	1.000000
Genomics	O. afer	1.000000
Genomics	Nocardia transvalensis	1.000000
Genomics	Nocardia pseudobrasiliensis	1.000000
Genomics	Nocardia asteroides	1.000000
Genomics	Nocardia abscessus	1.000000
Genomics	Nippostrongylus brasiliensis	1.000000
Genomics	Nilaparvata lugens	1.000000
Genomics	Nicotiana rustica	1.000000
Genomics	Nicotiana glutinosa	1.000000
Genomics	Nicotiana alata	1.000000
Genomics	Neurospora tetrasperma	1.000000
Genomics	Neurospora discreta	1.000000
Genomics	Nephilengys cruentata	1.000000
Genomics	Nephila pilipes	1.000000
Genomics	Nephila clavata	1.000000
Genomics	Nephila antipodiana	1.000000
Genomics	Neopromachus wallacei	1.000000
Genomics	Neophrissospongia nolitangere	1.000000
Genomics	Neisseria sicca	1.000000
Genomics	Neisseria flavescens	1.000000
Genomics	Neisseria elongata	1.000000
Genomics	Neamphius huxleyi	1.000000
Genomics	Naxa seriaria	1.000000
Genomics	Naineris dendritica	1.000000
Genomics	N. subflava	1.000000
Genomics	N. soli	1.000000
Genomics	N. senegalensis	1.000000
Genomics	N. pharaonis	1.000000
Genomics	N. pelagica	1.000000
Genomics	N. otitidiscaviarum	1.000000
Genomics	N. olivacea	1.000000
Genomics	N. nebulosa	1.000000
Genomics	N. mucosa	1.000000
Genomics	N. maritimus	1.000000
Genomics	N. integer	1.000000
Genomics	N. hartmannellae	1.000000
Genomics	N. hainanus	1.000000
Genomics	N. gruberi	1.000000
Genomics	N. cyriacigeorgica	1.000000
Genomics	N. clavipes	1.000000
Genomics	N. caerulescens	1.000000
Genomics	N. apis	1.000000
Genomics	N. andropogonis	1.000000
Genomics	Mytilococcus de	1.000000
Genomics	Mycoplasma synoviae	1.000000
Genomics	Mycoplasma suis	1.000000
Genomics	Mycoplasma hyosynoviae	1.000000
Genomics	Mycoplasma fermentans	1.000000
Genomics	Mycoplasma crocodyli	1.000000
Genomics	Mycoplasma conjunctivae	1.000000
Genomics	Mycoplasma capricolum	1.000000
Genomics	Mycoplasma alligatoris	1.000000
Genomics	Mycobacterium paratuberculosis	1.000000
Genomics	Mycobacterium microti	1.000000
Genomics	Mycobacterium massiliense	1.000000
Genomics	Mycobacterium bolletii	1.000000
Genomics	Muscovy Duck	1.000000
Genomics	Muntiacus reevesi	1.000000
Genomics	Munna arnholdi	1.000000
Genomics	Mucor mucedo	1.000000
Genomics	Mucor circinelloides	1.000000
Genomics	Montipora capitata	1.000000
Genomics	Mobiluncus mulieris	1.000000
Genomics	Mnemiopsis leidyi	1.000000
Genomics	Mimosa pudica	1.000000
Genomics	Metrosideros polymorpha	1.000000
Genomics	Methylibium petroleiphilum	1.000000
Genomics	Methanoculleus thermophilus	1.000000
Genomics	Methanobrevibacter ruminantium	1.000000
Genomics	Metallosphaera sedula	1.000000
Genomics	Mesocricetus auratus	1.000000
Genomics	Mesembryanthemum crystallinum	1.000000
Genomics	Melospiza melodia morphna	1.000000
Genomics	Melospiza melodia	1.000000
Genomics	Melipona bicolor	1.000000
Genomics	Melampsora lini	1.000000
Genomics	Marmota marmota	1.000000
Genomics	Magnolia sieboldii	1.000000
Genomics	Macropus robustus	1.000000
Genomics	Macrococcus caseolyticus	1.000000
Genomics	M. verbenaceus	1.000000
Genomics	M. vanbaalenii	1.000000
Genomics	M. unguiculatus	1.000000
Genomics	M. trossulus	1.000000
Genomics	M. tomcod	1.000000
Genomics	M. thermolithotrophicus	1.000000
Genomics	M. tavaratra	1.000000
Genomics	M. sympodialis	1.000000
Genomics	M. scalaris	1.000000
Genomics	M. sarassinorum	1.000000
Genomics	M. plutonius	1.000000
Genomics	M. novaeangliae	1.000000
Genomics	M. mycoides	1.000000
Genomics	M. maris	1.000000
Genomics	M. marina	1.000000
Genomics	M. margaritifera	1.000000
Genomics	M. kansasii	1.000000
Genomics	M. japonicus	1.000000
Genomics	M. hapla	1.000000
Genomics	M. graminicola	1.000000
Genomics	M. flagellatus	1.000000
Genomics	M. faveolata	1.000000
Genomics	M. citrifolia	1.000000
Genomics	M. capsulatus	1.000000
Genomics	M. brassicae	1.000000
Genomics	M. bovis	1.000000
Genomics	M. berthae	1.000000
Genomics	M. balthica	1.000000
Genomics	M. areolatus	1.000000
Genomics	M. amurensis	1.000000
Genomics	Lymnaea stagnalis	1.000000
Genomics	Lymantria nebulosa	1.000000
Genomics	Lupinus albus	1.000000
Genomics	Lone Star tick	1.000000
Genomics	Lolium rigidum	1.000000
Genomics	Loktanella vestfoldensis	1.000000
Genomics	Llama	1.000000
Genomics	Little brown bats	1.000000
Genomics	Litopenaeus vannamei	1.000000
Genomics	Lithospermum erythrorhizon	1.000000
Genomics	Listeria seeligeri	1.000000
Genomics	Leveillula solanacearum	1.000000
Genomics	Leuconostoc citreum	1.000000
Genomics	Lethe todara	1.000000
Genomics	Leptospira santarosai	1.000000
Genomics	Leptinotarsa decemlineata	1.000000
Genomics	Lens culinaris	1.000000
Genomics	Lebias dispar dispar	1.000000
Genomics	Least horseshoe bat	1.000000
Genomics	Latimeria menadoensis	1.000000
Genomics	Large milkweed bug	1.000000
